name,team_name,season,g,g_diff,passing_rating,pass_rating_perc,other_qbs,attempts_per_game,playing_time_ratio,team_win_pct,team_win_pct_change,depth_chart_position,passing_rating_yoy_change,passing_att_yoy_change,passing_yards_yoy_change,passing_td_yoy_change,transfer,offense_plays,offense_total_yards,offense_yards/play,offense_yards/g,offense_plays_yoy_change,offense_total_yards_yoy_change,offense_yards/play_yoy_change,offense_yards/g_yoy_change,transferred_next_year
Josh Jackson,maryland,2019,10,7.0,112.37,1.0,3,20.7,0.61,0.25,-0.59,1.0,-0.34,2.57,1.22,1.4,1,260,1221,4.7,122.1,2.33,0.92,-0.42,-0.42,1
Josh Johnson,air_force,2024,2,0.0,17.06,0.33,2,1.5,0.05,0.2,0.0,3.0,0.03,-0.5,-0.49,-0.43,0,9,37,4.11,18.5,-0.51,-0.48,0.03,0.05,0
Josh Love,san_jose_state,2016,12,0.0,100.88,0.5,1,5.0,0.16,0.33,-0.38,2.0,-999.0,-999.0,-999.0,-999.0,0,74,351,4.74,29.3,-999.0,-999.0,-999.0,-999.0,0
Josh Love,san_jose_state,2017,10,-2.0,101.45,0.5,3,17.0,0.41,0.15,-0.54,2.0,0.01,1.83,1.37,1.5,0,189,868,4.59,86.8,1.55,1.47,-0.03,1.96,0
Josh Love,san_jose_state,2018,8,-2.0,122.87,0.25,3,36.12,0.65,0.08,-0.46,1.0,0.21,0.7,1.12,1.8,0,319,1870,5.86,233.8,0.69,1.15,0.28,1.69,0
Josh Love,san_jose_state,2019,12,4.0,141.19,0.5,1,40.08,0.97,0.42,4.0,1.0,0.15,0.66,1.0,0.57,0,506,3835,7.58,319.6,0.59,1.05,0.29,0.37,0
Josh Rosen,ucla,2016,6,0.0,138.91,1.0,1,38.5,0.47,0.33,0.67,2.0,-999.0,-999.0,-999.0,-999.0,0,253,1843,7.28,307.2,-999.0,-999.0,-999.0,-999.0,0
Josh Rosen,ucla,2017,11,5.0,146.97,0.33,2,41.09,0.85,0.46,0.38,1.0,0.06,0.96,0.96,1.6,0,502,3659,7.29,332.6,0.98,0.99,0.0,0.08,0
Joshua Dobbs,tennessee,2016,13,0.0,150.59,1.0,2,27.46,0.95,0.69,0.0,1.0,-999.0,-999.0,-999.0,-999.0,0,507,3777,7.45,290.5,-999.0,-999.0,-999.0,-999.0,0
Joshua Wood,fresno_state,2024,5,0.0,31.5,0.67,2,0.8,0.02,0.6,0.8,2.0,0.03,-0.5,-0.49,-0.43,0,15,55,3.67,11.0,-0.51,-0.48,0.03,0.05,0
Julian Sayin,ohio_state,2024,2,0.0,219.37,1.0,3,3.5,0.05,1.0,0.17,3.0,0.03,-0.5,-0.49,-0.43,0,8,89,11.13,44.5,-0.51,-0.48,0.03,0.05,0
Justice Hansen,arkansas_state,2016,13,0.0,138.84,1.0,1,26.15,0.86,0.62,0.03,1.0,-999.0,-999.0,-999.0,-999.0,0,419,2850,6.8,219.2,-999.0,-999.0,-999.0,-999.0,0
Justice Hansen,arkansas_state,2017,12,-1.0,149.56,1.0,2,40.58,0.96,0.58,-0.05,1.0,0.08,0.43,0.46,0.95,0,620,4390,7.08,365.8,0.48,0.54,0.04,0.67,0
Justice Hansen,arkansas_state,2018,13,1.0,148.99,1.0,1,33.38,0.93,0.62,0.05,1.0,-0.0,-0.11,-0.13,-0.27,0,567,3858,6.8,296.8,-0.09,-0.12,-0.04,-0.19,0
Justice McCoy,colorado_state,2019,3,0.0,-8.0,0.33,2,1.33,0.01,0.33,0.33,3.0,0.0,0.38,0.32,0.33,0,6,23,3.83,7.7,0.32,0.27,0.01,0.15,0
Justin Agner,kent_state,2016,2,0.0,62.5,0.25,3,7.5,0.05,0.25,1.0,4.0,-999.0,-999.0,-999.0,-999.0,1,27,71,2.63,35.5,-999.0,-999.0,-999.0,-999.0,1
Justin Agner,florida_atlantic,2019,3,1.0,70.4,0.25,3,1.67,0.01,0.79,0.41,3.0,0.13,-0.67,-0.53,0.33,0,7,27,3.86,9.0,-0.74,-0.62,0.47,-0.75,0
Justin Fields,georgia,2018,12,0.0,173.71,1.0,2,3.25,0.11,0.79,-0.08,2.0,-0.0,0.31,0.33,0.49,1,81,594,7.33,49.5,0.25,0.27,0.01,0.06,1
Justin Fields,ohio_state,2019,14,2.0,181.43,0.67,2,25.29,0.88,0.93,-0.07,1.0,0.04,8.08,8.98,9.25,0,491,3757,7.65,268.4,5.06,5.32,0.04,4.42,0
Justin Fields,ohio_state,2020,8,-6.0,175.56,1.0,2,28.12,1.0,0.88,-0.06,1.0,-0.03,-0.36,-0.36,-0.46,0,306,2483,8.11,310.4,-0.38,-0.34,0.06,0.16,0
Justin Herbert,oregon,2016,9,0.0,148.75,0.5,1,28.33,0.64,0.33,-0.57,1.0,-999.0,-999.0,-999.0,-999.0,0,313,2097,6.7,233.0,-999.0,-999.0,-999.0,-999.0,0
Justin Herbert,oregon,2017,8,-1.0,167.52,1.0,2,25.75,0.66,0.54,0.62,1.0,0.13,-0.19,0.02,-0.21,0,250,2166,8.66,270.8,-0.2,0.03,0.29,0.16,0
Justin Herbert,oregon,2018,13,5.0,144.66,1.0,1,31.08,0.98,0.69,0.29,1.0,-0.14,0.96,0.59,0.93,0,475,3317,6.98,255.2,0.9,0.53,-0.19,-0.06,0
Justin Herbert,oregon,2019,14,1.0,156.81,0.5,1,30.57,0.97,0.86,0.24,1.0,0.08,0.06,0.1,0.1,0,486,3521,7.24,251.5,0.02,0.06,0.04,-0.01,0
Justin Holaday,new_mexico,2022,5,0.0,72.29,0.33,2,11.8,0.23,0.17,-0.76,2.0,-0.03,0.29,0.26,0.29,0,109,357,3.28,71.4,0.2,0.21,-0.04,0.11,0
Justin Holaday,new_mexico,2023,4,-1.0,127.31,0.67,3,12.38,0.2,0.33,1.0,2.0,0.02,0.13,0.16,0.45,0,1,0,0.0,0.0,-0.99,-1.0,-1.0,-1.0,0
Justin Holman,ucf,2016,7,0.0,102.1,0.5,3,11.86,0.19,0.46,0.0,2.0,-999.0,-999.0,-999.0,-999.0,0,120,635,5.29,90.7,-999.0,-999.0,-999.0,-999.0,0
Justin Ibieta,tulane,2020,2,0.0,127.31,0.67,3,12.38,0.2,0.5,-0.07,2.0,-0.01,0.0,-0.02,-0.12,0,3,29,9.67,14.5,0.0,-0.1,-0.06,0.09,0
Justin Ibieta,tulane,2021,5,3.0,134.29,0.67,2,4.4,0.06,0.17,-0.67,2.0,0.02,0.7,0.94,1.0,0,26,223,8.58,44.6,7.67,6.69,-0.11,2.08,0
Justin Ibieta,tulane,2022,4,-1.0,153.7,0.33,2,4.0,0.04,0.86,4.14,3.0,0.14,-0.27,-0.17,-1.0,0,19,153,8.05,38.3,-0.27,-0.31,-0.06,-0.14,0
Justin Ibieta,tulane,2023,3,-1.0,0.0,0.33,2,0.67,0.01,0.79,-0.08,3.0,-1.0,-0.88,-1.0,0.45,0,4,7,1.75,2.3,-0.79,-0.95,-0.78,-0.94,0
Justin Lamson,stanford,2023,12,0.0,86.74,0.5,3,7.33,0.21,0.25,0.0,2.0,0.02,0.13,0.16,0.45,0,208,838,4.03,69.8,0.13,0.09,0.01,0.07,0
Justin Lamson,stanford,2024,5,-7.0,108.96,0.33,2,6.6,0.21,0.4,0.6,2.0,0.26,-0.62,-0.68,1.0,0,70,200,2.86,40.0,-0.66,-0.76,-0.29,-0.43,0
Justin Lynch,temple,2021,11,0.0,105.83,0.33,2,13.91,0.42,0.25,-0.59,2.0,0.02,0.7,0.94,1.0,1,228,1125,4.93,102.3,0.64,0.78,0.01,0.06,1
Justin Lynch,northern_illinois,2022,9,-2.0,90.23,0.25,3,3.11,0.09,0.25,-0.58,4.0,-0.15,-0.82,-0.82,-1.0,0,92,426,4.63,47.3,-0.6,-0.62,-0.06,-0.54,0
Justin McMillan,lsu,2016,1,0.0,259.6,1.0,2,1.0,0.0,0.67,-0.33,3.0,-999.0,-999.0,-999.0,-999.0,0,2,22,11.0,22.0,-999.0,-999.0,-999.0,-999.0,0
Justin McMillan,lsu,2017,1,0.0,127.31,0.67,2,12.38,0.2,0.69,0.04,2.0,-0.01,0.14,0.17,0.04,1,1,-1,-1.0,-1.0,-0.5,-1.05,-1.09,-1.05,1
Justin McMillan,tulane,2018,9,8.0,138.67,1.0,2,17.11,0.52,0.54,-0.31,1.0,-0.0,0.31,0.33,0.49,0,213,1542,7.24,171.3,212.0,-1543.0,-8.24,-172.3,0
Justin McMillan,tulane,2019,13,4.0,135.16,0.5,3,24.15,0.95,0.54,0.0,1.0,-0.03,1.04,0.87,0.7,0,483,3189,6.6,245.3,1.27,1.07,-0.09,0.43,0
Justin Rogers,tcu,2018,1,0.0,108.4,0.5,4,1.0,0.0,0.54,0.08,4.0,-0.0,0.31,0.33,0.49,1,2,-3,-1.5,-3.0,0.25,0.27,0.01,0.06,1
Justin Rogers,unlv,2020,3,2.0,140.11,1.0,3,7.33,0.11,0.0,-1.0,2.0,0.29,21.0,160.0,1.0,0,32,172,5.38,57.3,15.0,-58.33,-4.59,-20.1,0
Justin Rogers,unlv,2021,6,3.0,133.56,1.0,3,10.0,0.18,0.17,1.0,2.0,-0.05,1.73,1.98,2.0,0,85,405,4.76,67.5,1.66,1.35,-0.12,0.18,0
Justin Thomas,georgia_tech,2016,12,0.0,157.01,0.67,2,12.33,0.94,0.69,1.77,1.0,-999.0,-999.0,-999.0,-999.0,0,285,2163,7.59,180.3,-999.0,-999.0,-999.0,-999.0,0
Justin Tomlin,georgia_southern,2018,1,0.0,127.31,0.67,2,12.38,0.2,0.77,0.28,2.0,-0.0,0.31,0.33,0.49,0,1,-1,-1.0,-1.0,0.25,0.27,0.01,0.06,0
Justin Tomlin,georgia_southern,2019,7,6.0,98.49,0.5,1,3.71,0.17,0.54,-0.3,2.0,0.0,0.38,0.32,0.33,0,56,358,6.39,51.1,55.0,-359.0,-7.39,-52.1,0
Justin Tomlin,georgia_southern,2020,8,1.0,74.1,0.33,3,3.12,0.14,0.62,0.14,2.0,-0.25,-0.04,-0.01,-0.12,0,63,358,5.68,44.8,0.12,0.0,-0.11,-0.12,0
Justin Tomlin,georgia_southern,2021,8,0.0,101.17,0.33,2,17.88,0.54,0.25,-0.59,1.0,0.37,4.72,5.07,1.0,0,223,1172,5.26,146.5,2.54,2.27,-0.07,2.27,0
Justin Uahinui,hawai'i,2019,2,0.0,182.53,1.0,2,1.5,0.0,0.67,0.67,3.0,0.0,0.38,0.32,0.33,0,4,6,1.5,3.0,0.32,0.27,0.01,0.15,0
Justyn Martin,ucla,2023,2,0.0,127.31,0.67,4,12.38,0.2,0.62,0.33,2.0,0.02,0.13,0.16,0.45,0,3,19,6.33,9.5,0.13,0.09,0.01,0.07,0
Justyn Martin,ucla,2024,3,1.0,120.96,1.0,1,11.67,0.23,0.2,-0.68,2.0,0.03,-0.5,-0.49,-0.43,0,43,170,3.95,56.7,13.33,7.95,-0.38,4.97,0
K.J. Carta-Samuels,washington,2016,9,0.0,212.58,1.0,1,1.44,0.03,0.86,0.2,2.0,-999.0,-999.0,-999.0,-999.0,0,17,108,6.35,12.0,-999.0,-999.0,-999.0,-999.0,0
K.J. Carta-Samuels,washington,2017,8,-1.0,148.88,0.5,2,1.25,0.03,0.77,-0.1,2.0,-0.3,-0.23,-0.21,-1.0,1,12,78,6.5,9.8,-0.29,-0.28,0.02,-0.18,1
K.J. Carta-Samuels,colorado_state,2018,10,2.0,140.14,1.0,1,29.8,0.6,0.25,-0.25,1.0,-0.06,28.8,26.57,1.0,0,343,2247,6.55,224.7,27.58,27.81,0.01,21.93,0
K.J. Costello,stanford,2017,11,0.0,139.5,0.67,2,19.18,0.58,0.64,0.61,1.0,-0.01,0.14,0.17,0.04,0,239,1665,6.97,151.4,0.13,0.17,0.01,0.08,0
K.J. Costello,stanford,2018,13,2.0,154.97,1.0,3,31.77,0.98,0.69,0.08,1.0,0.11,0.96,1.25,1.07,0,455,3520,7.74,270.8,0.9,1.11,0.11,0.79,0
K.J. Costello,stanford,2019,5,-8.0,121.56,0.67,2,33.4,0.38,0.33,-0.52,2.0,-0.22,-0.6,-0.71,-0.79,1,185,1062,5.74,212.4,-0.59,-0.7,-0.26,-0.22,1
K.J. Costello,mississippi_state,2020,6,1.0,114.63,0.5,1,34.83,0.38,0.36,-0.41,2.0,-0.06,0.25,0.24,0.0,0,233,1218,5.23,203.0,0.26,0.15,-0.09,-0.04,0
K.J. Jefferson,arkansas,2019,3,0.0,92.09,0.2,4,10.33,0.08,0.17,-0.76,3.0,0.0,0.38,0.32,0.33,0,61,255,4.18,85.0,0.32,0.27,0.01,0.15,0
KJ Jackson,arkansas,2024,1,0.0,223.9,1.0,2,4.0,0.02,0.67,3.0,3.0,0.03,-0.5,-0.49,-0.43,0,5,62,12.4,62.0,-0.51,-0.48,0.03,0.05,0
KJ Jefferson,arkansas,2020,5,0.0,133.37,0.5,3,8.2,0.15,0.3,-0.55,2.0,-0.01,0.0,-0.02,-0.12,0,69,362,5.25,72.4,0.0,-0.1,-0.06,0.09,0
KJ Jefferson,arkansas,2021,13,8.0,164.66,1.0,2,22.62,0.96,0.69,1.31,1.0,0.23,6.17,8.07,6.0,0,440,3340,7.59,256.9,5.38,8.23,0.45,2.55,0
KJ Jefferson,arkansas,2022,11,-2.0,165.22,1.0,2,27.27,0.84,0.54,-0.22,1.0,0.0,0.02,-0.01,0.14,0,458,3288,7.18,298.9,0.04,-0.02,-0.05,0.16,0
KJ Jefferson,arkansas,2023,12,1.0,139.75,0.5,1,24.67,0.92,0.33,-0.38,1.0,-0.15,-0.01,-0.2,-0.21,1,457,2554,5.59,212.8,-0.0,-0.22,-0.22,-0.29,1
KJ Jefferson,ucf,2024,5,-7.0,151.95,1.0,2,21.6,0.92,0.6,0.3,1.0,0.09,-0.64,-0.52,-0.63,0,169,1205,7.13,241.0,-0.63,-0.53,0.28,0.13,0
Kade Young,troy,2019,1,0.0,58.64,0.33,2,5.0,0.01,0.42,-0.51,3.0,0.0,0.38,0.32,0.33,0,5,23,4.6,23.0,0.32,0.27,0.01,0.15,0
Kaden Anderson,wyoming,2024,4,0.0,157.8,1.0,1,3.0,0.1,0.2,-0.68,2.0,0.03,-0.5,-0.49,-0.43,0,14,80,5.71,20.0,-0.51,-0.48,0.03,0.05,0
Kadin Semonza,ball_state,2023,4,0.0,110.02,0.67,2,20.5,0.27,0.33,-0.2,3.0,0.02,0.13,0.16,0.45,0,99,490,4.95,122.5,0.13,0.09,0.01,0.07,0
Kadin Semonza,ball_state,2024,5,1.0,134.74,1.0,1,34.8,0.97,0.2,-0.4,1.0,0.22,1.12,1.36,2.67,0,202,1096,5.43,219.2,1.04,1.24,0.1,0.79,0
Kado Brown,georgia_southern,2017,6,0.0,156.79,1.0,2,5.0,0.16,0.17,-0.33,2.0,-0.01,0.14,0.17,0.04,0,83,499,6.01,83.2,0.13,0.17,0.01,0.08,0
Kai Horton,tulane,2021,5,0.0,49.44,0.33,2,3.8,0.05,0.17,-0.69,3.0,0.02,0.7,0.94,1.0,0,29,77,2.66,15.4,0.64,0.78,0.01,0.06,0
Kai Horton,tulane,2022,4,-1.0,159.82,0.67,2,5.75,0.06,0.86,4.14,2.0,2.23,0.21,0.88,1.0,0,29,145,5.0,36.3,0.0,0.88,0.88,1.36,0
Kai Horton,tulane,2023,5,1.0,122.72,0.67,2,16.4,0.22,0.79,-0.08,2.0,-0.23,2.57,2.66,0.0,0,106,579,5.46,115.8,2.66,2.99,0.09,2.19,0
Kai Horton,tulane,2024,1,-4.0,175.6,0.67,2,1.0,0.01,0.67,-0.15,3.0,0.43,-0.99,-0.99,-1.0,0,1,9,9.0,9.0,-0.99,-0.98,0.65,-0.92,0
Kai Locksley,utep,2018,9,0.0,90.89,0.33,2,18.78,0.52,0.08,-0.67,1.0,-0.0,0.31,0.33,0.49,0,280,1277,4.56,141.9,0.25,0.27,0.01,0.06,0
Kai Locksley,utep,2019,11,2.0,124.01,1.0,2,16.45,0.55,0.08,0.0,1.0,0.36,0.07,0.42,1.0,0,307,1864,6.07,169.5,0.1,0.46,0.33,0.19,0
Kai Millner,california,2022,3,0.0,171.76,1.0,1,5.0,0.03,0.33,0.0,2.0,-0.03,0.29,0.26,0.29,0,16,134,8.38,44.7,0.2,0.21,-0.04,0.11,0
Kaidon Salter,liberty,2021,2,0.0,378.8,1.0,3,1.0,0.01,0.62,-0.34,4.0,0.02,0.7,0.94,1.0,0,7,92,13.14,46.0,0.64,0.78,0.01,0.06,0
Kaidon Salter,liberty,2022,8,6.0,130.63,1.0,3,18.62,0.38,0.62,0.0,2.0,-0.66,73.5,26.85,7.0,0,218,1370,6.28,171.3,30.14,13.89,-0.52,2.72,0
Kaidon Salter,liberty,2023,14,6.0,176.6,1.0,4,20.71,0.96,0.93,0.51,1.0,0.35,0.95,1.65,3.0,0,453,3965,8.75,283.2,1.08,1.89,0.39,0.65,0
Kaidon Salter,liberty,2024,5,-9.0,156.57,1.0,1,23.8,0.98,1.0,0.08,1.0,-0.11,-0.59,-0.63,-0.78,0,171,1257,7.35,251.4,-0.62,-0.68,-0.16,-0.11,0
Kaiya Sheron,kentucky,2022,4,0.0,128.64,0.75,3,7.25,0.08,0.54,0.18,3.0,-0.03,0.29,0.26,0.29,0,40,163,4.08,40.8,0.2,0.21,-0.04,0.11,0
Kaiya Sheron,kentucky,2023,5,1.0,60.5,0.5,1,0.8,0.01,0.54,0.0,2.0,-0.53,-0.86,-0.97,-1.0,0,6,0,0.0,0.0,-0.85,-1.0,-1.0,-1.0,0
Kaleb Barker,troy,2016,10,0.0,93.9,0.33,2,0.4,0.01,0.77,0.85,3.0,-999.0,-999.0,-999.0,-999.0,0,13,110,8.46,11.0,-999.0,-999.0,-999.0,-999.0,0
Kaleb Barker,troy,2017,13,3.0,179.32,1.0,1,1.0,0.03,0.85,0.1,2.0,0.91,2.25,14.89,1.0,0,34,324,9.53,24.9,1.62,1.95,0.13,1.26,0
Kaleb Barker,troy,2018,6,-7.0,163.58,1.0,2,21.0,0.34,0.77,-0.09,2.0,-0.09,8.69,6.08,9.0,0,183,1274,6.96,212.3,4.38,2.93,-0.27,7.53,0
Kaleb Barker,troy,2019,12,6.0,148.42,1.0,2,38.33,0.94,0.42,-0.46,1.0,-0.09,2.65,2.58,2.0,0,546,3765,6.9,313.8,1.98,1.96,-0.01,0.48,0
Kaleb Eleby,western_michigan,2018,6,0.0,129.89,0.67,3,24.5,0.37,0.54,0.0,2.0,-0.0,0.31,0.33,0.49,0,176,1065,6.05,177.5,0.25,0.27,0.01,0.06,0
Kaleb Eleby,western_michigan,2020,6,0.0,195.08,1.0,1,25.5,0.98,0.67,0.24,1.0,0.5,0.04,0.57,3.5,0,187,1753,9.37,292.2,0.06,0.65,0.55,0.65,0
Kaleb Eleby,western_michigan,2021,13,7.0,157.09,1.0,3,27.92,0.98,0.62,-0.08,1.0,-0.19,1.37,0.91,0.28,0,450,3342,7.43,257.1,1.41,0.91,-0.21,-0.12,0
Kamal Gray,temple,2020,1,0.0,66.57,0.4,4,21.0,0.09,0.14,-0.43,4.0,-0.01,0.0,-0.02,-0.12,0,23,108,4.7,108.0,0.0,-0.1,-0.06,0.09,0
Karson Ringdahl,tcu,2018,1,0.0,127.31,0.67,4,12.38,0.2,0.54,0.0,2.0,-0.0,0.31,0.33,0.49,0,1,2,2.0,2.0,0.25,0.27,0.01,0.06,0
Kasen Weisman,florida_atlantic,2024,3,0.0,101.79,0.33,2,4.33,0.1,0.4,-0.49,2.0,0.03,-0.5,-0.49,-0.43,0,19,113,5.95,37.7,-0.51,-0.48,0.03,0.05,0
Kasim Hill,maryland,2017,3,0.0,209.14,0.8,4,7.0,0.07,0.33,0.33,3.0,-0.01,0.14,0.17,0.04,0,33,290,8.79,96.7,0.13,0.17,0.01,0.08,0
Kasim Hill,maryland,2018,10,7.0,115.69,0.33,2,17.0,0.71,0.42,0.25,1.0,-0.45,7.1,3.71,3.5,0,210,1068,5.09,106.8,5.36,2.68,-0.42,0.1,0
Kason Martin,north_texas,2018,2,0.0,167.69,1.0,4,6.5,0.03,0.69,0.73,3.0,-0.0,0.31,0.33,0.49,0,15,104,6.93,52.0,0.25,0.27,0.01,0.06,0
Kason Martin,north_texas,2020,5,3.0,206.93,1.0,2,1.2,0.02,0.4,-0.42,3.0,0.23,-0.54,-0.61,0.0,0,6,49,8.17,9.8,-0.6,-0.53,0.18,-0.81,0
Katin Houser,michigan_state,2022,1,0.0,58.4,0.33,2,2.0,0.0,0.42,-0.46,3.0,-0.03,0.29,0.26,0.29,0,3,15,5.0,15.0,0.2,0.21,-0.04,0.11,0
Katin Houser,michigan_state,2023,11,10.0,113.46,0.5,3,17.36,0.51,0.33,-0.2,1.0,0.94,94.5,564.0,1.0,1,239,1118,4.68,101.6,78.67,73.53,-0.06,5.77,1
Katin Houser,east_carolina,2024,2,-9.0,75.02,0.5,1,15.5,0.15,0.5,0.0,2.0,-0.34,-0.84,-0.88,-1.0,0,36,115,3.19,57.5,-0.85,-0.9,-0.32,-0.43,0
Kato Nelson,akron,2017,10,0.0,125.34,0.75,3,14.0,0.31,0.5,2.0,2.0,-0.01,0.14,0.17,0.04,0,235,1187,5.05,118.7,0.13,0.17,0.01,0.08,0
Kato Nelson,akron,2018,11,1.0,119.04,1.0,1,31.09,0.91,0.33,-0.33,1.0,-0.05,1.44,1.35,0.88,0,473,2632,5.56,239.3,1.01,1.22,0.1,1.02,0
Kato Nelson,akron,2019,10,-1.0,117.36,1.0,3,28.0,0.71,0.0,-1.0,1.0,-0.01,-0.18,-0.22,-0.27,0,389,1941,4.99,194.1,-0.18,-0.26,-0.1,-0.19,0
Kato Nelson,akron,2021,5,-5.0,117.79,0.5,3,13.8,0.2,0.17,1.0,3.0,0.0,-0.75,-0.76,-0.73,0,116,523,4.51,104.6,-0.7,-0.73,-0.1,-0.46,0
Katravis Marsh,south_florida,2020,4,0.0,50.74,0.25,3,7.75,0.1,0.11,0.0,3.0,-0.01,0.0,-0.02,-0.12,0,35,79,2.26,19.8,0.0,-0.1,-0.06,0.09,0
Katravis Marsh,south_florida,2021,4,0.0,89.53,0.67,2,10.25,0.12,0.17,0.5,3.0,0.76,0.32,1.51,1.0,0,45,247,5.49,61.8,0.29,2.13,1.43,2.12,0
Katravis Marsh,south_florida,2022,6,2.0,129.71,0.67,2,18.83,0.35,0.08,-0.5,2.0,0.45,1.76,2.58,6.0,0,133,849,6.38,141.5,1.96,2.44,0.16,1.29,0
Kavika Johnson,utep,2016,12,0.0,115.73,0.33,2,1.75,0.06,0.33,3.0,3.0,-999.0,-999.0,-999.0,-999.0,0,52,173,3.33,14.4,-999.0,-999.0,-999.0,-999.0,0
Kaylan Wiggins,florida_international,2019,10,0.0,109.07,0.5,1,2.7,0.07,0.46,0.0,2.0,0.0,0.38,0.32,0.33,0,76,495,6.51,49.5,0.32,0.27,0.01,0.15,0
Kaylan Wiggins,florida_international,2020,3,-7.0,52.68,0.33,2,10.0,0.23,0.0,-1.0,3.0,-0.52,0.11,-0.53,-0.12,0,46,160,3.48,53.3,-0.39,-0.68,-0.47,0.08,0
Kaylan Wiggins,florida_international,2021,2,-1.0,119.54,0.33,2,3.5,0.02,0.08,1.0,3.0,1.27,-0.77,-0.36,1.0,0,13,76,5.85,38.0,-0.72,-0.52,0.68,-0.29,0
Kaymen Cureton,nevada,2017,3,0.0,120.5,0.5,4,12.67,0.09,0.25,0.5,2.0,-0.01,0.14,0.17,0.04,0,60,210,3.5,70.0,0.13,0.17,0.01,0.08,0
Kedon Slovis,usc,2019,12,0.0,167.65,1.0,2,32.67,0.76,0.62,0.03,1.0,0.0,0.38,0.32,0.33,0,437,3445,7.88,287.1,0.32,0.27,0.01,0.15,0
Kedon Slovis,usc,2020,6,-6.0,144.13,1.0,1,44.0,1.0,0.83,0.35,1.0,-0.14,-0.33,-0.45,-0.43,0,287,1864,6.49,310.7,-0.34,-0.46,-0.18,0.08,0
Kedon Slovis,usc,2021,9,3.0,132.7,0.67,2,33.0,0.6,0.33,-0.6,1.0,-0.08,0.12,0.12,-0.35,1,323,2117,6.55,235.2,0.13,0.14,0.01,-0.24,1
Kedon Slovis,pittsburgh,2022,11,2.0,126.94,0.67,2,28.64,0.81,0.69,0.27,1.0,-0.04,0.06,0.11,-0.09,1,340,2323,6.83,211.2,0.05,0.1,0.04,-0.1,1
Kedon Slovis,byu,2023,8,-3.0,122.09,1.0,2,33.25,0.68,0.42,-0.23,1.0,-0.04,-0.16,-0.28,0.2,0,295,1675,5.68,209.4,-0.13,-0.28,-0.17,-0.01,0
Keegan Shoemaker,sam_houston_state,2023,11,0.0,119.81,1.0,1,38.09,0.95,0.25,-0.7,1.0,0.02,0.13,0.16,0.45,0,512,2760,5.39,250.9,0.13,0.09,0.01,0.07,0
Keldric Luster,smu,2023,2,0.0,65.53,0.25,3,3.0,0.01,0.79,0.18,4.0,0.02,0.13,0.16,0.45,0,8,35,4.38,17.5,0.13,0.09,0.01,0.07,0
Keldric Luster,smu,2024,3,1.0,127.31,0.67,2,12.38,0.2,0.83,0.06,2.0,0.03,-0.5,-0.49,-0.43,0,10,57,5.7,19.0,0.25,0.63,0.3,0.09,0
Kellen Mond,texas_a&m,2017,10,0.0,108.76,0.33,2,22.7,0.51,0.54,0.0,1.0,-0.01,0.14,0.17,0.04,0,316,1715,5.43,171.5,0.13,0.17,0.01,0.08,0
Kellen Mond,texas_a&m,2018,13,3.0,134.98,0.33,2,31.92,0.95,0.69,0.29,1.0,0.24,0.83,1.26,2.0,0,564,3581,6.35,275.5,0.78,1.09,0.17,0.61,0
Kellen Mond,texas_a&m,2019,13,0.0,131.11,1.0,3,32.23,0.93,0.62,-0.11,1.0,-0.03,0.01,-0.07,-0.17,0,545,3397,6.23,261.3,-0.03,-0.05,-0.02,-0.05,0
Kellen Mond,texas_a&m,2020,10,-3.0,146.94,0.5,1,29.7,0.99,0.9,0.46,1.0,0.12,-0.29,-0.21,-0.05,0,371,2576,6.94,257.6,-0.32,-0.24,0.11,-0.01,0
Keller Chryst,stanford,2016,12,0.0,133.83,1.0,1,11.33,0.45,0.77,1.31,2.0,-999.0,-999.0,-999.0,-999.0,0,177,1064,6.01,88.7,-999.0,-999.0,-999.0,-999.0,0
Keller Chryst,stanford,2017,7,-5.0,123.06,0.33,2,20.57,0.4,0.64,-0.16,2.0,-0.08,0.06,0.06,-0.2,1,163,957,5.87,136.7,-0.08,-0.1,-0.02,0.54,1
Keller Chryst,tennessee,2018,8,1.0,130.79,0.5,1,6.38,0.17,0.42,-0.4,2.0,0.06,-0.65,-0.53,-0.62,0,56,453,8.09,56.6,-0.66,-0.53,0.38,-0.59,0
Kelly Bryant,clemson,2016,4,0.0,148.14,0.2,4,2.25,0.01,0.93,0.0,3.0,-999.0,-999.0,-999.0,-999.0,0,21,70,3.33,17.5,-999.0,-999.0,-999.0,-999.0,0
Kelly Bryant,clemson,2017,14,10.0,131.73,0.67,2,28.43,0.85,0.86,-0.08,1.0,-0.11,43.22,57.38,12.0,0,590,3467,5.88,247.6,27.1,48.53,0.77,13.15,0
Kelly Bryant,clemson,2018,4,-10.0,146.9,0.33,3,13.5,0.11,1.0,0.17,2.0,0.12,-0.86,-0.84,-0.85,1,84,591,7.04,147.8,-0.86,-0.83,0.2,-0.4,1
Kelly Bryant,missouri,2019,10,6.0,138.55,1.0,2,29.2,0.78,0.5,-0.07,1.0,-0.06,4.41,3.8,6.5,0,398,2457,6.17,245.7,3.74,3.16,-0.12,0.66,0
Kelvin Hopkins Jr.,army,2017,7,0.0,76.01,0.67,2,2.57,0.29,0.77,0.54,2.0,-0.01,0.14,0.17,0.04,0,25,116,4.64,16.6,0.13,0.17,0.01,0.08,0
