name,team_name,season,g,g_diff,passing_rating,pass_rating_perc,other_qbs,attempts_per_game,playing_time_ratio,team_win_pct,team_win_pct_change,depth_chart_position,passing_rating_yoy_change,passing_att_yoy_change,passing_yards_yoy_change,passing_td_yoy_change,transfer,offense_plays,offense_total_yards,offense_yards/play,offense_yards/g,offense_plays_yoy_change,offense_total_yards_yoy_change,offense_yards/play_yoy_change,offense_yards/g_yoy_change,transferred_next_year
Taulia Tagovailoa,alabama,2019,5,0.0,172.5,0.33,2,2.4,0.03,0.85,-0.02,3.0,0.0,0.38,0.32,0.33,1,13,98,7.54,19.6,0.32,0.27,0.01,0.15,1
Taulia Tagovailoa,maryland,2020,4,-1.0,138.55,0.67,2,30.5,0.77,0.4,0.2,1.0,-0.2,9.17,9.11,6.0,0,148,1055,7.13,263.8,10.38,9.77,-0.05,12.46,0
Taulia Tagovailoa,maryland,2021,13,9.0,151.06,1.0,1,36.46,0.97,0.54,0.35,1.0,0.09,2.89,2.82,2.71,0,554,3941,7.11,303.2,2.74,2.74,-0.0,0.15,0
Taulia Tagovailoa,maryland,2022,12,-1.0,142.73,1.0,2,32.58,0.88,0.62,0.14,1.0,-0.06,-0.18,-0.22,-0.31,0,478,3072,6.43,256.0,-0.14,-0.22,-0.1,-0.16,0
Taulia Tagovailoa,maryland,2023,12,0.0,145.13,0.67,2,36.42,0.92,0.62,0.0,1.0,0.02,0.12,0.12,0.39,0,505,3395,6.72,282.9,0.06,0.11,0.05,0.11,0
Taylen Green,boise_state,2021,2,0.0,127.31,0.67,2,12.38,0.2,0.58,-0.18,2.0,0.02,0.7,0.94,1.0,0,5,2,0.4,1.0,0.64,0.78,0.01,0.06,0
Taylen Green,boise_state,2022,13,11.0,136.67,0.75,4,20.92,0.71,0.71,0.22,1.0,-0.03,0.29,0.26,0.29,0,353,2628,7.44,202.2,69.6,1313.0,17.6,201.2,0
Taylen Green,boise_state,2023,13,0.0,135.13,0.67,2,16.31,0.58,0.57,-0.2,1.0,-0.01,-0.22,-0.14,-0.21,1,290,2188,7.54,168.3,-0.18,-0.17,0.01,-0.17,1
Taylen Green,arkansas,2024,6,-7.0,126.8,0.33,2,31.5,0.91,0.67,3.0,1.0,-0.06,-0.11,-0.14,-0.55,0,270,1828,6.77,304.7,-0.07,-0.16,-0.1,0.81,0
Taylor Alie,oregon,2017,8,0.0,104.65,0.67,2,3.38,0.09,0.54,-0.37,3.0,-0.01,0.14,0.17,0.04,0,36,175,4.86,21.9,0.13,0.17,0.01,0.08,0
Taylor Cornelius,oklahoma_state,2016,2,0.0,137.51,0.67,2,4.5,0.02,0.77,0.43,2.0,-999.0,-999.0,-999.0,-999.0,0,15,92,6.13,46.0,-999.0,-999.0,-999.0,-999.0,0
Taylor Cornelius,oklahoma_state,2017,5,3.0,184.32,1.0,2,2.0,0.02,0.77,0.0,2.0,0.34,0.11,1.31,0.04,0,17,223,13.12,44.6,0.13,1.42,1.14,-0.03,0
Taylor Cornelius,oklahoma_state,2018,13,8.0,144.69,0.5,1,37.31,0.99,0.54,-0.3,1.0,-0.22,47.5,25.88,1.0,0,607,4384,7.22,337.2,34.71,18.66,-0.45,6.56,0
Taylor Lamb,appalachian_state,2016,13,0.0,129.88,0.5,2,25.0,0.98,0.77,0.2,1.0,-999.0,-999.0,-999.0,-999.0,0,414,2786,6.73,214.3,-999.0,-999.0,-999.0,-999.0,0
Taylor Lamb,appalachian_state,2017,13,0.0,152.23,1.0,3,25.92,0.96,0.69,-0.1,1.0,0.17,0.04,0.2,0.8,0,415,3321,8.0,255.5,0.0,0.19,0.19,0.19,0
Taylor Powell,missouri,2018,6,0.0,123.26,0.5,2,2.33,0.03,0.62,0.23,2.0,-0.0,0.31,0.33,0.49,0,15,138,9.2,23.0,0.25,0.27,0.01,0.06,0
Taylor Powell,missouri,2019,6,0.0,85.88,0.33,2,10.33,0.17,0.5,-0.19,2.0,-0.3,3.43,1.22,1.0,1,68,294,4.32,49.0,3.53,1.13,-0.53,1.13,1
Taylor Powell,troy,2021,7,1.0,127.14,0.5,2,26.86,0.45,0.42,-0.46,2.0,0.48,2.03,3.16,6.0,1,207,1142,5.52,163.1,2.04,2.88,0.28,2.33,1
Taylor Powell,eastern_michigan,2022,9,2.0,144.28,1.0,2,29.89,0.69,0.69,0.29,1.0,0.13,0.43,0.71,1.29,0,313,2013,6.43,223.7,0.51,0.76,0.16,0.37,0
Taysom Hill,byu,2016,12,0.0,116.88,0.5,1,31.0,0.92,0.69,0.29,1.0,-999.0,-999.0,-999.0,-999.0,0,508,2922,5.75,243.5,-999.0,-999.0,-999.0,-999.0,0
Tayven Jackson,tennessee,2022,3,0.0,152.7,0.5,4,1.33,0.01,0.85,0.22,4.0,-0.03,0.29,0.26,0.29,1,8,47,5.88,15.7,0.2,0.21,-0.04,0.11,1
Tayven Jackson,indiana,2023,6,3.0,118.27,0.33,2,21.33,0.35,0.25,-0.4,2.0,-0.23,31.0,23.7,1.0,0,156,893,5.72,148.8,18.5,18.0,-0.03,8.48,0
Tayven Jackson,indiana,2024,3,-3.0,195.56,1.0,2,3.33,0.06,1.0,3.0,2.0,0.65,-0.92,-0.85,-0.5,0,14,149,10.64,49.7,-0.91,-0.83,0.86,-0.67,0
Tayvon Bowers,wake_forest,2019,4,0.0,0.0,0.25,3,0.25,0.0,0.62,0.85,4.0,0.0,0.38,0.32,0.33,0,4,-10,-2.5,-2.5,0.32,0.27,0.01,0.15,0
Te'Sean Smoot,jacksonville_state,2023,2,0.0,127.31,0.67,4,12.38,0.2,0.69,0.38,2.0,0.02,0.13,0.16,0.45,0,4,18,4.5,9.0,0.13,0.09,0.01,0.07,0
Tee Webb,southern_mississippi,2021,5,0.0,17.56,0.5,6,2.2,0.04,0.25,-0.17,4.0,0.02,0.7,0.94,1.0,0,13,22,1.69,4.4,0.64,0.78,0.01,0.06,0
Terrance Gipson,smu,2019,2,0.0,256.8,1.0,3,1.5,0.01,0.77,0.43,2.0,0.0,0.38,0.32,0.33,0,10,93,9.3,46.5,0.32,0.27,0.01,0.15,0
Terrance Gipson,smu,2020,4,2.0,184.0,1.0,1,0.75,0.01,0.7,-0.09,2.0,-0.28,0.0,-0.46,-0.12,0,10,49,4.9,12.3,0.0,-0.47,-0.47,-0.74,0
Terry Wilson,kentucky,2018,13,0.0,133.94,1.0,2,20.62,0.91,0.77,0.43,1.0,-0.0,0.31,0.33,0.49,0,403,2436,6.04,187.4,0.25,0.27,0.01,0.06,0
Terry Wilson,kentucky,2019,4,-9.0,134.3,1.0,2,13.0,0.29,0.62,-0.2,2.0,0.0,-0.81,-0.81,-0.82,0,69,404,5.86,101.0,-0.83,-0.83,-0.03,-0.46,0
Terry Wilson,kentucky,2020,10,6.0,119.9,1.0,2,20.0,0.83,0.45,-0.26,1.0,-0.11,2.85,2.3,2.5,1,304,1611,5.3,161.1,3.41,2.99,-0.1,0.6,1
Terry Wilson,new_mexico,2021,6,-4.0,117.87,0.8,4,28.67,0.7,0.25,0.5,1.0,-0.02,-0.14,-0.11,0.0,0,224,1092,4.88,182.0,-0.26,-0.32,-0.08,0.13,0
Tevaka Tuioti,new_mexico,2017,9,0.0,99.52,0.33,3,13.11,0.49,0.25,0.0,1.0,-0.01,0.14,0.17,0.04,0,146,847,5.8,94.1,0.13,0.17,0.01,0.08,0
Tevaka Tuioti,new_mexico,2018,3,-6.0,170.64,1.0,3,14.33,0.15,0.25,0.0,3.0,0.71,-0.64,-0.38,0.25,0,58,539,9.29,179.7,-0.6,-0.36,0.6,0.91,0
Tevaka Tuioti,new_mexico,2019,9,6.0,120.9,0.75,3,21.67,0.59,0.17,-0.33,1.0,-0.29,3.53,2.33,0.4,0,247,1722,6.97,191.3,3.26,2.19,-0.25,0.06,0
Tevaka Tuioti,new_mexico,2020,2,-7.0,133.48,0.75,3,33.0,0.31,0.29,0.71,2.0,0.1,-0.66,-0.67,-0.43,0,85,615,7.24,307.5,-0.66,-0.64,0.04,0.61,0
Tevin Carter,memphis,2023,6,0.0,255.68,1.0,1,0.83,0.01,0.77,-0.04,2.0,0.02,0.13,0.16,0.45,0,8,104,13.0,17.3,0.13,0.09,0.01,0.07,0
Theo Day,michigan_state,2019,2,0.0,100.27,0.67,2,1.5,0.01,0.54,0.62,3.0,0.0,0.38,0.32,0.33,0,4,12,3.0,6.0,0.32,0.27,0.01,0.15,0
Thomas Castellanos,ucf,2022,6,0.0,95.63,0.33,2,2.67,0.04,0.64,-0.36,3.0,-0.03,0.29,0.26,0.29,1,30,195,6.5,32.5,0.2,0.21,-0.04,0.11,1
Thomas Castellanos,boston_college,2023,13,7.0,121.01,1.0,1,25.38,0.92,0.54,1.15,1.0,0.27,19.62,28.97,1.0,0,545,3361,6.17,258.5,17.17,16.24,-0.05,6.95,0
Thomas Castellanos,boston_college,2024,5,-8.0,181.17,1.0,2,20.0,0.74,0.67,0.24,1.0,0.5,-0.7,-0.56,-0.2,0,153,1086,7.1,217.2,-0.72,-0.68,0.15,-0.16,0
Thomas MacVittie,kansas,2019,2,0.0,-200.0,0.33,3,0.5,0.0,0.25,0.5,3.0,0.0,0.38,0.32,0.33,0,1,0,0.0,0.0,0.32,0.27,0.01,0.15,0
Thomas MacVittie,kansas,2020,2,0.0,60.16,0.33,2,5.0,0.04,0.0,-1.0,3.0,-1.3,9.0,1.0,-0.12,0,18,63,3.5,31.5,17.0,1.0,1.0,1.0,0
Thomas Sirk,east_carolina,2017,11,0.0,118.79,0.33,2,21.64,0.44,0.25,-0.25,2.0,-0.01,0.14,0.17,0.04,0,302,1820,6.03,165.5,0.13,0.17,0.01,0.08,0
Thomas Stuart,boise_state,2016,3,0.0,144.0,0.5,1,1.67,0.01,0.77,0.35,2.0,-999.0,-999.0,-999.0,-999.0,0,6,52,8.67,17.3,-999.0,-999.0,-999.0,-999.0,0
Thomas Woodson,akron,2016,8,0.0,152.08,1.0,1,30.25,0.67,0.42,1.5,1.0,-999.0,-999.0,-999.0,-999.0,0,284,2113,7.44,264.1,-999.0,-999.0,-999.0,-999.0,0
Thomas Woodson,akron,2017,11,3.0,121.03,0.5,3,25.27,0.62,0.5,0.2,1.0,-0.2,0.15,-0.15,-0.22,0,321,1752,5.46,159.3,0.13,-0.17,-0.27,-0.4,0
Tim Carpenter,tulsa,2024,1,0.0,149.3,0.8,4,4.0,0.02,0.33,0.0,4.0,0.03,-0.5,-0.49,-0.43,0,8,38,4.75,38.0,-0.51,-0.48,0.03,0.05,0
Timmy McClain,south_florida,2021,11,0.0,116.83,1.0,2,23.82,0.75,0.17,-0.8,1.0,0.02,0.7,0.94,1.0,1,385,2126,5.52,193.3,0.64,0.78,0.01,0.06,1
Timmy McClain,ucf,2023,7,-4.0,173.69,1.0,2,14.57,0.28,0.46,-0.28,2.0,0.49,-0.61,-0.44,0.8,1,144,1169,8.12,167.0,-0.63,-0.45,0.47,-0.14,1
Timmy McClain,arkansas_state,2024,2,-5.0,177.71,1.0,1,9.0,0.1,0.6,0.65,2.0,0.02,-0.82,-0.88,-0.67,0,33,154,4.67,77.0,-0.77,-0.87,-0.42,-0.54,0
Tobias Oliver,georgia_tech,2018,12,0.0,172.68,0.67,2,1.33,0.13,0.54,0.29,2.0,-0.0,0.31,0.33,0.49,0,168,1043,6.21,86.9,0.25,0.27,0.01,0.06,0
Tobias Oliver,georgia_tech,2019,12,0.0,84.12,0.5,3,2.17,0.1,0.25,-0.54,3.0,-0.51,0.62,0.06,-1.0,0,81,456,5.63,38.0,-0.52,-0.56,-0.09,-0.56,0
Tobin O'Dell,san_diego_state,2023,3,0.0,-50.0,0.5,1,0.67,0.01,0.33,-0.57,2.0,0.02,0.13,0.16,0.45,0,6,13,2.17,4.3,0.13,0.09,0.01,0.07,0
Todd Centeio,temple,2017,2,0.0,184.0,1.0,2,1.0,0.0,0.54,2.77,3.0,-0.01,0.14,0.17,0.04,0,6,18,3.0,9.0,0.13,0.17,0.01,0.08,0
Todd Centeio,temple,2018,11,9.0,172.88,1.0,2,1.64,0.04,0.62,0.14,3.0,-0.06,8.0,6.45,1.0,0,38,231,6.08,21.0,5.33,11.83,1.03,1.33,0
Todd Centeio,temple,2019,10,-1.0,168.23,1.0,2,5.1,0.11,0.62,0.0,2.0,-0.03,1.83,1.98,1.5,1,98,599,6.11,59.9,1.58,1.59,0.0,1.85,1
Todd Centeio,colorado_state,2020,3,-7.0,90.8,0.5,1,12.0,0.31,0.25,0.0,2.0,-0.46,-0.29,-0.53,-0.8,0,61,299,4.9,99.7,-0.38,-0.5,-0.2,0.66,0
Todd Centeio,colorado_state,2021,12,9.0,133.42,1.0,1,31.67,0.97,0.25,0.0,1.0,0.47,9.56,13.29,14.0,1,511,3397,6.65,283.1,7.38,10.36,0.36,1.84,1
Todd Centeio,james_madison,2022,10,-2.0,169.03,0.67,2,28.4,0.87,0.73,-0.14,1.0,0.27,-0.25,-0.09,0.67,0,378,3095,8.19,309.5,-0.26,-0.09,0.23,0.09,0
Todd Porter,eastern_michigan,2016,5,0.0,127.8,0.33,2,28.4,0.28,0.54,-0.22,2.0,-999.0,-999.0,-999.0,-999.0,0,183,1237,6.76,247.4,-999.0,-999.0,-999.0,-999.0,0
Tom Flacco,western_michigan,2016,6,0.0,0.0,0.5,1,0.17,0.0,0.93,1.23,2.0,-999.0,-999.0,-999.0,-999.0,0,11,74,6.73,12.3,-999.0,-999.0,-999.0,-999.0,0
Tom Stewart,rice,2019,10,0.0,132.65,1.0,3,15.3,0.48,0.25,-0.35,1.0,0.0,0.38,0.32,0.33,0,206,1089,5.29,108.9,0.32,0.27,0.01,0.15,0
Tommy Armstrong Jr.,nebraska,2016,11,0.0,123.92,1.0,1,26.73,0.75,0.69,1.08,1.0,-999.0,-999.0,-999.0,-999.0,0,407,2692,6.61,244.7,-999.0,-999.0,-999.0,-999.0,0
Tommy DeVito,syracuse,2018,8,0.0,109.54,0.5,1,10.88,0.19,0.77,7.46,2.0,-0.0,0.31,0.33,0.49,0,110,508,4.62,63.5,0.25,0.27,0.01,0.06,0
Tommy DeVito,syracuse,2019,12,4.0,137.68,1.0,2,28.08,0.83,0.42,-0.46,1.0,0.26,2.87,3.5,3.75,0,449,2482,5.53,206.8,3.08,3.89,0.2,2.26,0
Tommy DeVito,syracuse,2020,4,-8.0,111.47,0.75,3,24.0,0.29,0.09,-0.78,2.0,-0.19,-0.72,-0.75,-0.79,0,139,616,4.43,154.0,-0.69,-0.75,-0.2,-0.26,0
Tommy DeVito,syracuse,2021,3,-1.0,122.88,0.67,2,17.33,0.18,0.42,3.58,2.0,0.1,-0.46,-0.35,-0.75,1,73,478,6.55,159.3,-0.47,-0.22,0.48,0.03,1
Tommy DeVito,illinois,2022,13,10.0,141.22,1.0,1,28.38,0.94,0.62,1.46,1.0,0.15,6.1,5.83,14.0,0,442,2685,6.07,206.5,5.05,4.62,-0.07,0.3,0
Tommy Lazzaro,central_michigan,2018,6,0.0,88.11,0.75,3,23.5,0.39,0.08,-0.86,2.0,-0.0,0.31,0.33,0.49,0,238,1092,4.59,182.0,0.25,0.27,0.01,0.06,0
Tommy Lazzaro,central_michigan,2019,13,7.0,99.35,0.5,3,0.62,0.02,0.57,5.86,3.0,0.13,-0.94,-0.93,-1.0,0,44,208,4.73,16.0,-0.82,-0.81,0.03,-0.91,0
Tommy Schuster,michigan_state,2024,3,0.0,142.59,1.0,1,7.0,0.12,0.5,-0.07,2.0,0.03,-0.5,-0.49,-0.43,0,25,159,6.36,53.0,-0.51,-0.48,0.03,0.05,0
Tommy Stevens,penn_state,2016,7,0.0,167.47,1.0,1,0.43,0.01,0.79,0.46,2.0,-999.0,-999.0,-999.0,-999.0,0,24,234,9.75,33.4,-999.0,-999.0,-999.0,-999.0,0
Tommy Stevens,penn_state,2017,9,2.0,137.68,0.67,2,3.0,0.06,0.85,0.08,2.0,-0.18,8.0,3.39,1.0,0,54,348,6.44,38.7,1.25,0.49,-0.34,0.16,0
Tommy Stevens,penn_state,2018,7,-2.0,168.55,0.67,2,1.57,0.03,0.69,-0.18,2.0,0.22,-0.59,-0.3,-0.67,1,39,228,5.85,32.6,-0.28,-0.34,-0.09,-0.16,1
Tommy Stevens,mississippi_state,2019,9,2.0,136.85,0.67,2,17.89,0.51,0.46,-0.33,1.0,-0.19,13.64,9.5,10.0,0,244,1536,6.3,170.7,5.26,5.74,0.08,4.24,0
Tommy Ulatowski,kent_state,2022,2,0.0,162.44,1.0,2,5.5,0.03,0.42,1.5,3.0,-0.03,0.29,0.26,0.29,0,15,123,8.2,61.5,0.2,0.21,-0.04,0.11,0
Tommy Ulatowski,kent_state,2023,10,8.0,116.53,0.67,2,12.1,0.4,0.08,-0.8,2.0,-0.28,10.0,6.23,6.0,0,168,826,4.92,82.6,10.2,5.72,-0.4,0.34,0
Tommy Ulatowski,kent_state,2024,4,-6.0,162.68,1.0,2,8.75,0.28,0.0,-1.0,2.0,0.4,-0.71,-0.52,-0.43,0,47,353,7.51,88.3,-0.72,-0.57,0.53,0.07,0
Tony Muskett,virginia,2023,6,0.0,128.86,0.5,3,24.5,0.37,0.25,0.5,2.0,0.02,0.13,0.16,0.45,0,208,1097,5.27,182.8,0.13,0.09,0.01,0.07,0
Tony Muskett,virginia,2024,3,-3.0,44.67,0.5,2,2.0,0.04,0.8,2.2,2.0,-0.65,-0.96,-0.98,-1.0,0,8,43,5.38,14.3,-0.96,-0.96,0.02,-0.92,0
Tony Poljan,central_michigan,2017,13,0.0,93.11,0.5,1,1.62,0.04,0.62,0.08,2.0,-0.01,0.14,0.17,0.04,0,48,203,4.23,15.6,0.13,0.17,0.01,0.08,0
Tony Poljan,central_michigan,2018,12,-1.0,85.11,0.5,3,12.25,0.41,0.08,-0.86,1.0,-0.09,6.0,7.01,1.0,0,211,748,3.55,62.3,3.4,2.68,-0.16,2.99,0
Torry Locklin,kansas,2019,5,0.0,127.31,0.67,3,12.38,0.2,0.25,1.0,2.0,0.0,0.38,0.32,0.33,0,3,4,1.33,0.8,0.32,0.27,0.01,0.15,0
Tra'Von Chapman,akron,2016,10,0.0,101.96,0.5,1,11.7,0.33,0.42,-0.17,2.0,-999.0,-999.0,-999.0,-999.0,0,165,895,5.42,89.5,-999.0,-999.0,-999.0,-999.0,0
Trace Campbell,uab,2023,1,0.0,88.3,0.25,3,9.0,0.02,0.33,0.67,4.0,0.02,0.13,0.16,0.45,0,15,85,5.67,85.0,0.13,0.09,0.01,0.07,0
Trace McSorley,penn_state,2016,14,0.0,156.93,0.5,1,27.64,0.99,0.79,0.13,1.0,-999.0,-999.0,-999.0,-999.0,0,533,3979,7.47,284.2,-999.0,-999.0,-999.0,-999.0,0
Trace McSorley,penn_state,2017,13,-1.0,153.7,1.0,2,32.85,0.94,0.85,0.08,1.0,-0.02,0.1,-0.01,-0.03,0,571,4061,7.11,312.4,0.07,0.02,-0.05,0.1,0
Trace McSorley,penn_state,2018,13,0.0,124.63,0.33,2,27.77,0.95,0.69,-0.18,1.0,-0.19,-0.15,-0.29,-0.36,0,531,3328,6.27,256.0,-0.07,-0.18,-0.12,-0.18,0
Trad Beatty,temple,2019,2,0.0,127.31,0.67,2,12.38,0.2,0.62,0.0,2.0,0.0,0.38,0.32,0.33,0,3,13,4.33,6.5,0.32,0.27,0.01,0.15,0
Trad Beatty,temple,2020,2,0.0,139.33,1.0,4,13.5,0.11,0.14,-0.77,3.0,-0.01,0.0,-0.02,-0.12,1,37,220,5.95,110.0,11.33,15.92,0.37,15.92,1
Trad Beatty,georgia_tech,2021,1,-1.0,127.31,0.67,2,12.38,0.2,0.25,0.0,2.0,0.02,0.7,0.94,1.0,0,1,1,1.0,1.0,-0.97,-1.0,-0.83,-0.99,0
Trae Hall,new_mexico,2018,2,0.0,127.31,0.67,3,12.38,0.2,0.25,-0.12,2.0,-0.0,0.31,0.33,0.49,0,1,6,6.0,3.0,0.25,0.27,0.01,0.06,0
Trae Hall,new_mexico,2019,4,2.0,135.02,1.0,3,7.0,0.09,0.17,-0.33,4.0,0.0,0.38,0.32,0.33,0,56,325,5.8,81.3,55.0,53.17,-0.03,26.1,0
Trae Hall,new_mexico,2020,4,0.0,89.62,0.5,3,25.25,0.47,0.29,0.71,1.0,-0.34,2.61,2.2,-1.0,0,140,620,4.43,155.0,1.5,0.91,-0.24,0.91,0
Trae Hall,new_mexico,2021,8,4.0,71.0,0.6,4,0.25,0.01,0.25,-0.12,5.0,-0.21,-0.98,-0.99,1.0,0,11,32,2.91,4.0,-0.92,-0.95,-0.34,-0.97,0
Travis Egan,louisville,2024,5,0.0,127.31,0.67,4,12.38,0.2,0.6,2.6,2.0,0.03,-0.5,-0.49,-0.43,0,1,9,9.0,1.8,-0.51,-0.48,0.03,0.05,0
Trent Pearman,clemson,2024,2,0.0,66.8,0.33,2,2.0,0.02,0.8,0.04,3.0,0.03,-0.5,-0.49,-0.43,0,7,24,3.43,12.0,-0.51,-0.48,0.03,0.05,0
Trent Wessel,florida_atlantic,2019,1,0.0,150.4,0.75,3,1.0,0.0,0.79,0.89,4.0,0.0,0.38,0.32,0.33,0,3,3,1.0,3.0,0.32,0.27,0.01,0.15,0
Trenton Bourguet,arizona_state,2020,1,0.0,150.8,1.0,1,2.0,0.02,0.5,-0.38,2.0,-0.01,0.0,-0.02,-0.12,0,2,24,12.0,24.0,0.0,-0.1,-0.06,0.09,0
Trenton Bourguet,arizona_state,2021,4,3.0,179.44,1.0,1,2.5,0.03,0.62,0.23,2.0,0.19,4.0,2.79,1.0,0,11,98,8.91,24.5,4.5,3.08,-0.26,0.02,0
Trenton Bourguet,arizona_state,2022,7,3.0,144.34,1.0,1,29.14,0.51,0.25,-0.59,1.0,-0.2,19.4,15.37,10.0,0,228,1500,6.58,214.3,19.73,14.31,-0.26,7.75,0
Trenton Bourguet,arizona_state,2023,8,1.0,109.32,0.75,3,31.0,0.59,0.25,0.0,1.0,-0.24,0.22,-0.0,-0.91,0,274,1554,5.67,194.3,0.2,0.04,-0.14,-0.09,0
Trevor Bycznski,buffalo,2019,1,0.0,0.0,0.33,2,1.0,0.0,0.62,0.14,3.0,0.0,0.38,0.32,0.33,0,1,0,0.0,0.0,0.32,0.27,0.01,0.15,0
Trevor Bycznski,buffalo,2020,1,0.0,-200.0,0.33,2,1.0,0.01,0.86,0.39,3.0,1.0,0.0,-0.02,-0.12,0,1,0,0.0,0.0,0.0,-0.1,-0.06,0.09,0
Trevor Knight,texas_a&m,2016,11,0.0,123.2,0.67,2,32.91,0.78,0.62,-0.11,1.0,-999.0,-999.0,-999.0,-999.0,0,464,3046,6.56,276.9,-999.0,-999.0,-999.0,-999.0,0
Trevor Lawrence,clemson,2018,15,0.0,157.56,1.0,3,26.47,0.79,1.0,0.25,1.0,-0.0,0.31,0.33,0.49,0,457,3457,7.56,230.5,0.25,0.27,0.01,0.06,0
Trevor Lawrence,clemson,2019,15,0.0,166.75,1.0,4,27.13,0.81,0.93,-0.07,1.0,0.06,0.03,0.12,0.2,0,510,4228,8.29,281.9,0.12,0.22,0.1,0.22,0
Trevor Lawrence,clemson,2020,10,-5.0,169.18,0.75,3,33.4,0.7,0.83,-0.11,1.0,0.01,-0.18,-0.14,-0.33,0,402,3356,8.35,335.6,-0.21,-0.21,0.01,0.19,0
Trexler Ivey,charlotte,2022,1,0.0,129.91,0.75,3,16.0,0.04,0.25,0.0,4.0,-0.03,0.29,0.26,0.29,0,18,100,5.56,100.0,0.2,0.21,-0.04,0.11,0
Trexler Ivey,charlotte,2023,11,10.0,104.08,0.5,4,18.45,0.62,0.25,0.0,1.0,-0.2,11.69,11.5,3.0,0,236,1174,4.97,106.7,12.11,10.74,-0.11,0.07,0
Trexler Ivey,charlotte,2024,5,-6.0,120.29,0.67,2,11.2,0.29,0.5,1.0,3.0,0.16,-0.72,-0.75,-0.25,0,60,318,5.3,63.6,-0.75,-0.73,0.07,-0.4,0
Trey Lowe,southern_mississippi,2020,4,0.0,123.69,0.33,2,14.75,0.22,0.3,0.2,3.0,-0.01,0.0,-0.02,-0.12,1,103,537,5.21,134.3,0.0,-0.1,-0.06,0.09,0
Trey Lowe,southern_mississippi,2021,2,-2.0,99.5,0.67,6,21.0,0.16,0.25,-0.17,3.0,-0.2,-0.29,-0.46,-0.5,1,66,252,3.82,126.0,-0.36,-0.53,-0.27,-0.06,0
Trey Lowe,southern_mississippi,2022,7,5.0,130.73,0.75,3,17.0,0.36,0.54,1.15,2.0,0.31,1.83,3.16,4.0,1,150,954,6.36,136.3,1.27,2.79,0.66,0.08,1
Trey Lowe,liberty,2023,2,-5.0,0.0,0.4,4,1.5,0.01,0.93,0.51,3.0,-1.0,-0.97,-1.0,-1.0,0,6,10,1.67,5.0,-0.96,-0.99,-0.74,-0.96,0
Trey Lowe III,west_virginia,2018,1,0.0,100.0,0.33,2,2.0,0.0,0.67,-0.13,3.0,-0.0,0.31,0.33,0.49,0,4,3,0.75,3.0,0.25,0.27,0.01,0.06,0
Trey Lowe III,west_virginia,2019,5,4.0,108.4,0.25,3,0.4,0.0,0.42,-0.37,4.0,0.08,0.0,1.0,0.33,0,5,14,2.8,2.8,0.25,3.67,2.73,-0.07,0
Trey Owens,texas,2024,2,0.0,89.9,0.33,2,2.0,0.02,1.0,0.4,3.0,0.03,-0.5,-0.49,-0.43,0,5,22,4.4,11.0,-0.51,-0.48,0.03,0.05,0
Trey Tinsley,washington_state,2018,5,0.0,173.25,1.0,2,1.8,0.01,0.85,0.22,2.0,-0.0,0.31,0.33,0.49,0,9,63,7.0,12.6,0.25,0.27,0.01,0.06,0
Trey Tinsley,washington_state,2019,3,-2.0,109.33,0.33,2,2.0,0.01,0.46,-0.45,3.0,-0.37,-0.33,-0.76,0.0,0,6,15,2.5,5.0,-0.33,-0.76,-0.64,-0.6,0
Treyson Bourguet,western_michigan,2022,4,0.0,100.09,0.5,3,27.25,0.33,0.42,-0.55,2.0,-0.03,0.29,0.26,0.29,0,152,755,4.97,188.8,0.2,0.21,-0.04,0.11,0
Treyson Bourguet,western_michigan,2023,6,2.0,124.35,0.67,3,17.17,0.26,0.33,-0.2,2.0,0.24,-0.06,0.19,1.0,0,139,778,5.6,129.7,-0.09,0.03,0.13,-0.31,0
Tristan Gebbia,oregon_state,2019,4,0.0,119.58,0.5,2,15.0,0.14,0.42,-0.23,2.0,0.0,0.38,0.32,0.33,0,71,392,5.52,98.0,0.32,0.27,0.01,0.15,0
Tristan Gebbia,oregon_state,2020,4,0.0,118.71,0.67,2,32.25,0.56,0.29,-0.31,1.0,-0.01,1.15,1.37,0.5,0,148,808,5.46,202.0,1.08,1.06,-0.01,1.06,0
Tristan Gebbia,oregon_state,2022,4,0.0,151.24,1.0,2,2.75,0.03,0.77,1.69,3.0,0.27,-0.91,-0.9,-1.0,0,12,67,5.58,16.8,-0.92,-0.92,0.02,-0.92,0
Troy Williams,utah,2016,13,0.0,121.05,0.5,1,30.0,0.98,0.69,0.12,1.0,-999.0,-999.0,-999.0,-999.0,0,501,2992,5.97,230.2,-999.0,-999.0,-999.0,-999.0,0
Troy Williams,utah,2017,8,-5.0,115.29,0.5,1,13.75,0.26,0.54,-0.22,2.0,-0.05,-0.72,-0.71,-0.87,0,150,887,5.91,110.9,-0.7,-0.7,-0.01,-0.52,0
Tua Tagovailoa,alabama,2017,9,0.0,174.97,1.0,1,8.56,0.23,0.93,0.1,2.0,-0.01,0.14,0.17,0.04,0,104,769,7.39,85.4,0.13,0.17,0.01,0.08,0
Tua Tagovailoa,alabama,2018,15,6.0,199.44,1.0,2,23.67,0.81,0.93,0.01,1.0,0.14,3.61,5.24,2.91,0,412,4156,10.09,277.1,2.96,4.4,0.37,2.24,0
