name,yr,pos,g,rec.,yards,avg.,td,rec./g,yards/g,team_name,season,player_id,transfer
Mark Quattlebaum,SR,WR,12,17,198,11.65,3,1.4,16.5,charlotte,2018,mark_quattlebaum_charlotte,False
Mark Redman,FR,TE,12,1,5,5.00,0,0.1,0.4,washington,2021,mark_redman_washington,True
Mark Redman,JR,TE,13,21,233,11.10,2,1.6,17.9,san_diego_state,2022,mark_redman_san_diego_state,False
Mark Redman,SR,TE,12,38,408,10.74,3,3.2,34.0,san_diego_state,2023,mark_redman_san_diego_state,True
Mark Redman,SR,TE,5,6,102,17.0,2,1.2,20.4,louisville,2024,mark_redman_louisville,False
Mark Thompson,JR,RB,12,4,105,26.25,1,0.3,8.8,florida,2016,mark_thompson_florida,False
Mark Thompson,SR,RB,11,12,79,6.58,0,1.1,7.2,florida,2017,mark_thompson_florida,False
Mark Walker,SO,WR,10,13,175,13.46,0,1.3,17.5,navy,2020,mark_walker_navy,False
Mark Walker,JR,WR,12,7,63,9.00,0,0.6,5.3,navy,2021,mark_walker_navy,False
Mark Walker,SR,WR,12,13,242,18.62,1,1.1,20.2,navy,2022,mark_walker_navy,False
Mark Walton,SO,RB,13,27,240,8.89,1,2.1,18.5,miami_florida,2016,mark_walton_miami_florida,False
Mark Walton,JR,RB,4,7,91,13.00,0,1.8,22.8,miami_florida,2017,mark_walton_miami_florida,False
Mark Williams,FR,WR,9,2,43,21.50,0,0.2,4.8,minnesota,2017,mark_williams_minnesota,True
Mark Williams,SO,TE,3,1,9,9.00,1,0.3,3.0,kent_state,2020,mark_williams_kent_state,False
"Mark-Anthony Scott, Jr.",SO,RB,4,1,-1,-1.0,0,0.3,-0.3,buffalo,2024,"mark-anthony_scott,_jr._buffalo",False
Mark-Antony Richards,SO,RB,12,8,76,9.50,0,0.7,6.3,ucf,2021,mark-antony_richards_ucf,False
Mark-Antony Richards,SR,RB,13,3,18,6.00,0,0.2,1.4,ucf,2023,mark-antony_richards_ucf,False
Markel Johnson,JR,RB,11,2,41,20.50,0,0.2,3.7,army,2023,markel_johnson_army,False
Markell Jones,SO,RB,11,32,215,6.72,0,2.9,19.5,purdue,2016,markell_jones_purdue,False
Markell Jones,JR,RB,10,13,54,4.15,0,1.3,5.4,purdue,2017,markell_jones_purdue,False
Markell Jones,SR,RB,13,17,119,7.00,1,1.3,9.2,purdue,2018,markell_jones_purdue,False
Markell Pack,JR,WR,12,11,157,14.27,1,0.9,13.1,mississippi,2016,markell_pack_mississippi,False
Markell Pack,SR,WR,6,7,67,9.57,0,1.2,11.2,mississippi,2017,markell_pack_mississippi,False
Markenzy Pierre,FR,RB,11,1,6,6.00,0,0.1,0.5,syracuse,2017,markenzy_pierre_syracuse,False
Markenzy Pierre,JR,RB,11,1,2,2.00,0,0.1,0.2,syracuse,2020,markenzy_pierre_syracuse,False
Markese Stepp,FR,TB,4,1,7,7.00,0,0.3,1.8,usc,2018,markese_stepp_usc,False
Markese Stepp,SO,TB,5,3,28,9.33,0,0.6,5.6,usc,2020,markese_stepp_usc,True
Markese Stepp,SO,RB,7,1,30,30.00,0,0.1,4.3,nebraska,2021,markese_stepp_nebraska,True
Markese Stepp,SR,RB,11,7,73,10.43,0,0.6,6.6,western_kentucky,2023,markese_stepp_western_kentucky,False
Markeston Douglas,SO,TE,13,14,190,13.57,2,1.1,14.6,florida_state,2022,markeston_douglas_florida_state,False
Markeston Douglas,JR,TE,13,11,136,12.36,2,0.8,10.5,florida_state,2023,markeston_douglas_florida_state,True
Markeston Douglas,JR,TE,5,1,3,3.0,0,0.2,0.6,arizona_state,2024,markeston_douglas_arizona_state,False
Markice Hurt Jr.,FR,RB,6,4,39,9.75,0,0.7,6.5,ball_state,2017,markice_hurt_jr._ball_state,False
Markis McCray,SO,WR,12,8,53,6.63,0,0.7,4.4,louisiana-monroe,2016,markis_mccray_louisiana-monroe,False
Markis McCray,JR,WR,7,9,125,13.89,0,1.3,17.9,louisiana-monroe,2017,markis_mccray_louisiana-monroe,False
Markis McCray,SR,WR,12,27,304,11.26,0,2.3,25.3,louisiana-monroe,2018,markis_mccray_louisiana-monroe,False
Markis McCray,SR,WR,12,47,580,12.34,6,3.9,48.3,louisiana-monroe,2019,markis_mccray_louisiana-monroe,False
Markus Allen,FR,WR,3,3,65,21.67,0,1.0,21.7,wisconsin,2021,markus_allen_wisconsin,False
Markus Allen,FR,WR,6,7,91,13.00,1,1.2,15.2,wisconsin,2022,markus_allen_wisconsin,True
Markus Allen,JR,WR,4,12,158,13.17,0,3.0,39.5,eastern_michigan,2024,markus_allen_eastern_michigan,False
Markus Grossman,JR,WR,13,13,100,7.69,0,1.0,7.7,uab,2019,markus_grossman_uab,False
Markus Schumacher,FR,TE,10,1,0,0.00,0,0.1,0.0,smu,2023,markus_schumacher_smu,False
Marlin Klein,SO,TE,10,1,8,8.00,0,0.1,0.8,michigan,2023,marlin_klein_michigan,False
Marlin Klein,JR,TE,6,7,75,10.71,0,1.2,12.5,michigan,2024,marlin_klein_michigan,False
Marlion Jackson,FR,WR,10,12,161,13.42,0,1.2,16.1,louisiana_tech,2023,marlion_jackson_louisiana_tech,False
Marlion Jackson,SO,WR,5,14,222,15.86,1,2.8,44.4,louisiana_tech,2024,marlion_jackson_louisiana_tech,False
Marlon Gunn Jr.,FR,RB,11,14,77,5.50,0,1.3,7.0,east_carolina,2022,marlon_gunn_jr._east_carolina,False
Marlon Gunn Jr.,SO,RB,11,5,34,6.80,0,0.5,3.1,east_carolina,2023,marlon_gunn_jr._east_carolina,False
Marlon Gunn Jr.,JR,RB,6,1,29,29.0,0,0.2,4.8,east_carolina,2024,marlon_gunn_jr._east_carolina,False
Marlon Mack,JR,RB,12,28,227,8.11,0,2.3,18.9,south_florida,2016,marlon_mack_south_florida,False
Marlon Watts,JR,WR,11,4,83,20.75,1,0.4,7.5,louisiana_tech,2016,marlon_watts_louisiana_tech,False
Marlon Watts,SR,WR,12,22,319,14.50,0,1.8,26.6,louisiana_tech,2017,marlon_watts_louisiana_tech,False
Marlon Williams,FR,WR,12,17,270,15.88,2,1.4,22.5,ucf,2017,marlon_williams_ucf,False
Marlon Williams,SO,WR,12,18,234,13.00,1,1.5,19.5,ucf,2018,marlon_williams_ucf,False
Marlon Williams,JR,WR,13,51,717,14.06,6,3.9,55.2,ucf,2019,marlon_williams_ucf,False
Marlon Williams,SR,WR,8,71,1039,14.63,10,8.9,129.9,ucf,2020,marlon_williams_ucf,False
Marlyn Johnson,FR,WR,4,3,67,22.33,0,0.8,16.8,buffalo,2019,marlyn_johnson_buffalo,False
Marlyn Johnson,SO,WR,8,3,44,14.67,1,0.4,5.5,buffalo,2021,marlyn_johnson_buffalo,False
Marlyn Johnson,JR,WR,13,17,133,7.82,0,1.3,10.2,buffalo,2022,marlyn_johnson_buffalo,False
Marlyn Johnson,SR,WR,12,40,494,12.35,4,3.3,41.2,buffalo,2023,marlyn_johnson_buffalo,True
Marlyn Johnson,SR,WR,5,8,69,8.63,0,1.6,13.8,florida_atlantic,2024,marlyn_johnson_florida_atlantic,False
Marnez Ogletree,SR,CB,12,1,4,4.00,0,0.1,0.3,kansas,2016,marnez_ogletree_kansas,False
Marqeese Dietz,FR,WR,9,5,65,13.00,0,0.6,7.2,old_dominion,2022,marqeese_dietz_old_dominion,False
Marquavius Weaver,JR,RB,11,1,8,8.00,0,0.1,0.7,memphis,2020,marquavius_weaver_memphis,False
Marquavius Weaver,SR,RB,12,9,83,9.22,0,0.8,6.9,memphis,2021,marquavius_weaver_memphis,False
Marquel Tinsley,FR,WR,3,1,13,13.00,0,0.3,4.3,middle_tennessee,2019,marquel_tinsley_middle_tennessee,False
Marquel Tinsley,FR,WR,8,6,69,11.50,0,0.8,8.6,middle_tennessee,2020,marquel_tinsley_middle_tennessee,False
Marquel Tinsley,FR,WR,8,2,18,9.00,1,0.3,2.3,middle_tennessee,2021,marquel_tinsley_middle_tennessee,False
Marquel Tinsley,SO,WR,9,3,14,4.67,0,0.3,1.6,middle_tennessee,2022,marquel_tinsley_middle_tennessee,False
Marques Jones,SO,WR,12,3,35,11.67,0,0.3,2.9,baylor,2017,marques_jones_baylor,False
Marques Jones,JR,WR,13,21,242,11.52,2,1.6,18.6,baylor,2018,marques_jones_baylor,False
Marques Jones,SR,WR,11,1,19,19.00,0,0.1,1.7,baylor,2019,marques_jones_baylor,False
Marques Little,JR,WR,13,4,25,6.25,0,0.3,1.9,old_dominion,2016,marques_little_old_dominion,False
Marques Little,SR,WR,10,12,111,9.25,0,1.2,11.1,old_dominion,2017,marques_little_old_dominion,False
Marquez Bell,FR,WR,7,3,27,9.00,0,0.4,3.9,old_dominion,2022,marquez_bell_old_dominion,False
Marquez Callaway,FR,WR,6,1,13,13.00,0,0.2,2.2,tennessee,2016,marquez_callaway_tennessee,False
Marquez Callaway,SO,WR,11,24,406,16.92,5,2.2,36.9,tennessee,2017,marquez_callaway_tennessee,False
Marquez Callaway,JR,WR,12,37,592,16.00,2,3.1,49.3,tennessee,2018,marquez_callaway_tennessee,False
Marquez Callaway,SR,WR,13,30,635,21.17,6,2.3,48.8,tennessee,2019,marquez_callaway_tennessee,False
Marquez Cooper,FR,RB,4,1,14,14.00,0,0.3,3.5,kent_state,2020,marquez_cooper_kent_state,False
Marquez Cooper,SO,RB,14,10,95,9.50,0,0.7,6.8,kent_state,2021,marquez_cooper_kent_state,False
Marquez Cooper,JR,RB,12,8,94,11.75,0,0.7,7.8,kent_state,2022,marquez_cooper_kent_state,True
Marquez Cooper,JR,RB,12,18,163,9.06,0,1.5,13.6,ball_state,2023,marquez_cooper_ball_state,True
Marquez Cooper,SR,RB,5,10,58,5.8,0,2.0,11.6,san_diego_state,2024,marquez_cooper_san_diego_state,False
Marquez Dortch,FR,WR,1,1,1,1.00,0,1.0,1.0,mississippi_state,2022,marquez_dortch_mississippi_state,False
Marquez Ezzard,FR,WR,3,2,24,12.00,0,0.7,8.0,miami_florida,2018,marquez_ezzard_miami_florida,True
Marquez Ezzard,SO,WR,8,9,124,13.78,0,1.1,15.5,georgia_tech,2020,marquez_ezzard_georgia_tech,False
Marquez McNair,JR,WR,13,24,271,11.29,3,1.8,20.8,utsa,2016,marquez_mcnair_utsa,False
Marquez McNair,JR,WR,9,16,177,11.06,2,1.8,19.7,utsa,2017,marquez_mcnair_utsa,False
Marquez McNair,SR,WR,7,17,198,11.65,0,2.4,28.3,utsa,2018,marquez_mcnair_utsa,False
Marquez Stevenson,FR,WR,2,0,36,-,0,0.0,18.0,houston,2016,marquez_stevenson_houston,False
Marquez Stevenson,SO,WR,13,75,1019,13.59,9,5.8,78.4,houston,2018,marquez_stevenson_houston,False
Marquez Stevenson,JR,WR,12,52,907,17.44,9,4.3,75.6,houston,2019,marquez_stevenson_houston,False
Marquez Stevenson,SR,WR,5,20,307,15.35,4,4.0,61.4,houston,2020,marquez_stevenson_houston,False
Marquez Trigg,FR,RB,14,2,13,6.50,0,0.1,0.9,western_kentucky,2016,marquez_trigg_western_kentucky,False
Marquez Trigg,SO,RB,10,11,59,5.36,0,1.1,5.9,western_kentucky,2017,marquez_trigg_western_kentucky,False
Marquez Valdes-Scantling,JR,WR,13,22,415,18.86,5,1.7,31.9,south_florida,2016,marquez_valdes-scantling_south_florida,False
Marquez Valdes-Scantling,SR,WR,12,53,879,16.58,6,4.4,73.3,south_florida,2017,marquez_valdes-scantling_south_florida,False
Marquez Williams,SR,FB,13,2,19,9.50,1,0.2,1.5,miami_florida,2016,marquez_williams_miami_florida,False
Marquis Crosby,FR,RB,12,9,65,7.22,0,0.8,5.4,louisiana_tech,2022,marquis_crosby_louisiana_tech,False
Marquis Crosby,JR,RB,4,1,1,1.0,0,0.3,0.3,louisiana_tech,2024,marquis_crosby_louisiana_tech,False
Marquis Johnson,FR,WR,13,13,383,29.46,3,1.0,29.5,missouri,2023,marquis_johnson_missouri,False
Marquis Johnson,SO,WR,5,12,117,9.75,0,2.4,23.4,missouri,2024,marquis_johnson_missouri,False
Marquis McClain,FR,WR,14,2,47,23.50,0,0.1,3.4,auburn,2017,marquis_mcclain_auburn,False
Marquis McClain,JR,WR,11,1,37,37.00,0,0.1,3.4,auburn,2019,marquis_mcclain_auburn,False
Marquis McCoy,JR,WR,3,2,43,21.50,0,0.7,14.3,southern_mississippi,2020,marquis_mccoy_southern_mississippi,False
Marquis Montgomery,JR,TE,11,3,31,10.33,0,0.3,2.8,california,2023,marquis_montgomery_california,False
Marquis Shoulders,FR,WR,7,3,23,7.67,1,0.4,3.3,tulsa,2022,marquis_shoulders_tulsa,False
Marquis Shoulders,SO,WR,5,16,283,17.69,5,3.2,56.6,tulsa,2023,marquis_shoulders_tulsa,True
Marquis Shoulders,JR,WR,3,5,43,8.6,0,1.7,14.3,houston,2024,marquis_shoulders_houston,False
Marquis Spiker,FR,WR,10,3,67,22.33,0,0.3,6.7,washington,2019,marquis_spiker_washington,False
Marquis Whitmire,JR,WR,3,1,1,1.00,0,0.3,0.3,akron,2020,marquis_whitmire_akron,False
Marquis Wilson,JR,ATH,8,3,29,9.67,0,0.4,3.6,penn_state,2021,marquis_wilson_penn_state,False
Marquis Young,SO,RB,12,26,147,5.65,0,2.2,12.3,massachusetts,2016,marquis_young_massachusetts,False
Marquis Young,JR,RB,12,35,280,8.00,2,2.9,23.3,massachusetts,2017,marquis_young_massachusetts,False
Marquis Young,SR,RB,11,22,173,7.86,0,2.0,15.7,massachusetts,2018,marquis_young_massachusetts,False
Marquis Zimmerman,FR,WR,10,22,184,8.36,1,2.2,18.4,bowling_green,2016,marquis_zimmerman_bowling_green,False
Marquise Brown,SO,WR,13,57,1095,19.21,7,4.4,84.2,oklahoma,2017,marquise_brown_oklahoma,False
Marquise Brown,JR,WR,14,75,1318,17.57,10,5.4,94.1,oklahoma,2018,marquise_brown_oklahoma,False
Marquise Ricard,JR,WR,8,12,182,15.17,2,1.5,22.8,southern_mississippi,2016,marquise_ricard_southern_mississippi,False
Marshall Ellick,SO,WR,10,12,141,11.75,0,1.2,14.1,temple,2016,marshall_ellick_temple,False
Marshall Ellick,JR,WR,13,10,93,9.30,0,0.8,7.2,temple,2017,marshall_ellick_temple,False
Marshall Few,JR,WR,10,2,12,6.00,0,0.2,1.2,miami_florida,2020,marshall_few_miami_florida,False
Marshall Lang,SO,TE,12,11,68,6.18,3,0.9,5.7,northwestern,2021,marshall_lang_northwestern,False
Marshall Lang,JR,TE,12,15,192,12.80,0,1.3,16.0,northwestern,2022,marshall_lang_northwestern,False
Marshall Lang,SR,TE,11,11,116,10.55,0,1.0,10.5,northwestern,2023,marshall_lang_northwestern,False
Marshall Lang,SR,TE,5,4,46,11.5,1,0.8,9.2,northwestern,2024,marshall_lang_northwestern,False
Marshaun Brown,FR,WR,4,1,14,14.00,0,0.3,3.5,nevada,2023,marshaun_brown_nevada,False
Marshaun Brown,FR,WR,2,1,11,11.0,0,0.5,5.5,nevada,2024,marshaun_brown_nevada,False
Marshawn Williams,SO,RB,9,1,2,2.00,0,0.1,0.2,virginia_tech,2016,marshawn_williams_virginia_tech,False
Marshon Ford,FR,TE,13,20,292,14.60,7,1.5,22.5,louisville,2019,marshon_ford_louisville,False
Marshon Ford,SO,TE,10,25,309,12.36,6,2.5,30.9,louisville,2020,marshon_ford_louisville,False
Marshon Ford,SO,TE,13,49,550,11.22,2,3.8,42.3,louisville,2021,marshon_ford_louisville,False
Marshon Ford,JR,TE,13,33,434,13.15,3,2.5,33.4,louisville,2022,marshon_ford_louisville,False
Martell Irby,FR,RB,12,8,60,7.50,0,0.7,5.0,ucla,2018,martell_irby_ucla,False
Martell Irby,SO,RB,8,5,48,9.60,0,0.6,6.0,ucla,2019,martell_irby_ucla,False
Martell Pettaway,FR,RB,3,2,21,10.50,0,0.7,7.0,west_virginia,2016,martell_pettaway_west_virginia,False
Martell Pettaway,SO,RB,13,2,28,14.00,0,0.2,2.2,west_virginia,2017,martell_pettaway_west_virginia,False
Martell Pettaway,JR,RB,12,6,61,10.17,1,0.5,5.1,west_virginia,2018,martell_pettaway_west_virginia,False
Martell Pettaway,SR,RB,4,2,7,3.50,0,0.5,1.8,west_virginia,2019,martell_pettaway_west_virginia,True
Martell Pettaway,SR,RB,11,5,30,6.00,0,0.5,2.7,middle_tennessee,2021,martell_pettaway_middle_tennessee,False
Martin Blake,FR,RB,12,1,29,29.00,0,0.1,2.4,san_diego_state,2022,martin_blake_san_diego_state,False
Martin Blake,SO,RB,12,10,115,11.50,0,0.8,9.6,san_diego_state,2023,martin_blake_san_diego_state,False
Marvin Harrison Jr.,FR,WR,13,11,139,12.64,3,0.8,10.7,ohio_state,2021,marvin_harrison_jr._ohio_state,False
Marvin Harrison Jr.,SO,WR,13,77,1263,16.40,14,5.9,97.2,ohio_state,2022,marvin_harrison_jr._ohio_state,False
Marvin Harrison Jr.,JR,WR,12,67,1211,18.07,14,5.6,100.9,ohio_state,2023,marvin_harrison_jr._ohio_state,False
Marvin Hubbard III,FR,RB,4,2,0,0.00,0,0.5,0.0,duke,2018,marvin_hubbard_iii_duke,False
Marvin Kinsey Jr.,JR,RB,9,22,204,9.27,1,2.4,22.7,colorado_state,2018,marvin_kinsey_jr._colorado_state,False
Marvin Kinsey Jr.,SR,RB,7,16,209,13.06,2,2.3,29.9,colorado_state,2019,marvin_kinsey_jr._colorado_state,False
"Marvin Kinsey, Jr.",FR,RB,12,2,47,23.50,0,0.2,3.9,colorado_state,2016,"marvin_kinsey,_jr._colorado_state",False
Marvin Landy,JR,TE,11,2,35,17.50,0,0.2,3.2,florida_atlantic,2022,marvin_landy_florida_atlantic,False
Marvin Mims,FR,WR,11,37,610,16.49,9,3.4,55.5,oklahoma,2020,marvin_mims_oklahoma,False
Marvin Mims,SO,WR,13,32,705,22.03,5,2.5,54.2,oklahoma,2021,marvin_mims_oklahoma,False
Marvin Mims Jr.,JR,WR,13,54,1083,20.06,6,4.2,83.3,oklahoma,2022,marvin_mims_jr._oklahoma,False
Marvin Scott III,FR,RB,5,2,17,8.50,0,0.4,3.4,nebraska,2020,marvin_scott_iii_nebraska,False
Marvin Scott III,FR,RB,3,1,9,9.00,0,0.3,3.0,nebraska,2021,marvin_scott_iii_nebraska,True
Marvin Sims,SO,WR,3,1,4,4.00,0,0.3,1.3,western_kentucky,2023,marvin_sims_western_kentucky,False
Masen Wake,SO,TE,12,8,114,14.25,1,0.7,9.5,byu,2020,masen_wake_byu,False
Masen Wake,SO,FB,11,14,148,10.57,1,1.3,13.5,byu,2021,masen_wake_byu,False
Masen Wake,JR,FB,11,10,42,4.20,0,0.9,3.8,byu,2022,masen_wake_byu,False
Mason Barta,SO,FB,13,1,-2,-2.00,0,0.1,-0.2,kansas_state,2019,mason_barta_kansas_state,False
Mason Barta,JR,FB,10,1,8,8.00,0,0.1,0.8,kansas_state,2020,mason_barta_kansas_state,False
Mason Blakemore,FR,RB,8,1,-4,-4.00,0,0.1,-0.5,northern_illinois,2021,mason_blakemore_northern_illinois,False
Mason Blakemore,SO,RB,6,4,33,8.25,0,0.7,5.5,northern_illinois,2022,mason_blakemore_northern_illinois,False
Mason Donaldson,FR,WR,12,16,225,14.06,3,1.3,18.8,connecticut,2017,mason_donaldson_connecticut,False
Mason Donaldson,JR,WR,10,2,30,15.00,0,0.2,3.0,connecticut,2019,mason_donaldson_connecticut,False
Mason Fairchild,FR,TE,11,2,32,16.00,0,0.2,2.9,kansas,2019,mason_fairchild_kansas,False
Mason Fairchild,SO,TE,9,5,57,11.40,0,0.6,6.3,kansas,2020,mason_fairchild_kansas,False
Mason Fairchild,JR,TE,11,13,128,9.85,1,1.2,11.6,kansas,2021,mason_fairchild_kansas,False
Mason Fairchild,SR,TE,13,35,443,12.66,6,2.7,34.1,kansas,2022,mason_fairchild_kansas,False
Mason Fairchild,SR,TE,13,27,451,16.70,3,2.1,34.7,kansas,2023,mason_fairchild_kansas,False
Mason Fakahua,JR,TE,12,6,27,4.50,0,0.5,2.3,byu,2023,mason_fakahua_byu,False
Mason Hays,SO,WR,11,17,198,11.65,1,1.5,18.0,texas_state,2016,mason_hays_texas_state,False
Mason Hays,JR,WR,4,9,148,16.44,1,2.3,37.0,texas_state,2017,mason_hays_texas_state,False
Mason Hays,JR,WR,12,9,122,13.56,0,0.8,10.2,texas_state,2018,mason_hays_texas_state,False
Mason Hays,SR,WR,12,20,265,13.25,1,1.7,22.1,texas_state,2019,mason_hays_texas_state,False
Mason Mangum,SO,WR,2,1,0,0.00,0,0.5,0.0,california,2021,mason_mangum_california,False
Mason Mangum,SO,WR,2,1,31,31.00,0,0.5,15.5,california,2022,mason_mangum_california,False
Mason Morgan,JR,TE,14,7,31,4.43,1,0.5,2.2,ohio,2016,mason_morgan_ohio,False
Mason Morgan,SR,TE,11,7,80,11.43,2,0.6,7.3,ohio,2017,mason_morgan_ohio,False
Mason Petrino,SO,WR,10,3,14,4.67,0,0.3,1.4,idaho,2017,mason_petrino_idaho,False
Mason Pierce,JR,WR,11,16,171,10.69,0,1.5,15.5,marshall,2023,mason_pierce_marshall,False
Mason Reed,SO,FB,11,5,96,19.20,0,0.5,8.7,texas_tech,2016,mason_reed_texas_tech,False
Mason Reed,JR,FB,5,3,28,9.33,1,0.6,5.6,texas_tech,2017,mason_reed_texas_tech,False
Mason Reed,SR,FB,8,1,8,8.00,0,0.1,1.0,texas_tech,2018,mason_reed_texas_tech,False
Mason Rudolph,JR,QB,13,1,24,24.00,0,0.1,1.8,oklahoma_state,2016,mason_rudolph_oklahoma_state,False
Mason Schreck,SR,TE,12,59,651,11.03,4,4.9,54.3,buffalo,2016,mason_schreck_buffalo,False
Mason Starling,JR,WR,2,7,70,10.00,0,3.5,35.0,california,2022,mason_starling_california,False
Mason Starling,JR,WR,4,8,110,13.75,0,2.0,27.5,california,2024,mason_starling_california,False
Mason Stokke,JR,FB,12,6,47,7.83,0,0.5,3.9,wisconsin,2019,mason_stokke_wisconsin,False
Mason Stokke,SR,FB,7,8,58,7.25,3,1.1,8.3,wisconsin,2020,mason_stokke_wisconsin,False
Mason Taylor,FR,TE,14,38,414,10.89,3,2.7,29.6,lsu,2022,mason_taylor_lsu,False
Mason Taylor,SO,TE,12,36,348,9.67,1,3.0,29.0,lsu,2023,mason_taylor_lsu,False
Mason Taylor,JR,TE,5,28,280,10.0,1,5.6,56.0,lsu,2024,mason_taylor_lsu,False
Mason Tharp,FR,TE,12,14,198,14.14,1,1.2,16.5,texas_tech,2021,mason_tharp_texas_tech,False
Mason Tharp,SO,TE,10,12,100,8.33,2,1.2,10.0,texas_tech,2022,mason_tharp_texas_tech,False
Mason Tharp,JR,TE,8,18,178,9.89,4,2.3,22.3,texas_tech,2023,mason_tharp_texas_tech,False
Mason Tharp,SR,TE,6,5,45,9.0,0,0.8,7.5,texas_tech,2024,mason_tharp_texas_tech,False
Mason Veal,SO,OG,7,1,7,7.00,0,0.1,1.0,north_carolina,2017,mason_veal_north_carolina,False
Mason Wheeler,JR,WR,2,1,6,6.00,0,0.5,3.0,washington,2023,mason_wheeler_washington,False
Mason Williams,FR,TE,5,3,78,26.00,1,0.6,15.6,ohio,2023,mason_williams_ohio,False
Mason Williams,FR,TE,5,7,79,11.29,0,1.4,15.8,ohio,2024,mason_williams_ohio,False
Mason Yost,FR,TE,7,1,8,8.00,0,0.1,1.1,liberty,2019,mason_yost_liberty,False
Master Teague III,FR,RB,13,4,60,15.00,0,0.3,4.6,ohio_state,2019,master_teague_iii_ohio_state,False
Master Teague III,SO,RB,7,5,46,9.20,0,0.7,6.6,ohio_state,2020,master_teague_iii_ohio_state,False
Master Teague III,JR,RB,7,2,12,6.00,0,0.3,1.7,ohio_state,2021,master_teague_iii_ohio_state,False
Mata'ava Ta'ase,JR,TE,12,1,4,4.00,0,0.1,0.3,byu,2023,mata'ava_ta'ase_byu,False
Mata'ava Ta'ase,SR,TE,5,3,61,20.33,2,0.6,12.2,byu,2024,mata'ava_ta'ase_byu,False
Mataeo Durant,SO,RB,12,16,117,7.31,1,1.3,9.8,duke,2019,mataeo_durant_duke,False
Mataeo Durant,JR,RB,11,12,107,8.92,1,1.1,9.7,duke,2020,mataeo_durant_duke,False
Mataeo Durant,SR,RB,12,27,263,9.74,2,2.3,21.9,duke,2021,mataeo_durant_duke,False
Mathew Sexton,FR,WR,8,3,51,17.00,0,0.4,6.4,eastern_michigan,2016,mathew_sexton_eastern_michigan,False
Mathew Sexton,SO,WR,12,26,357,13.73,2,2.2,29.8,eastern_michigan,2017,mathew_sexton_eastern_michigan,False
Mathew Sexton,JR,WR,12,37,419,11.32,3,3.1,34.9,eastern_michigan,2018,mathew_sexton_eastern_michigan,False
Mathew Sexton,SR,WR,11,34,508,14.94,4,3.1,46.2,eastern_michigan,2019,mathew_sexton_eastern_michigan,False
Matlin Marshall,JR,WR,13,10,75,7.50,0,0.8,5.8,georgia_state,2019,matlin_marshall_georgia_state,False
Matlin Marshall,SR,WR,10,3,39,13.00,0,0.3,3.9,georgia_state,2020,matlin_marshall_georgia_state,False
Matt Alaimo,FR,TE,12,6,60,10.00,0,0.5,5.0,rutgers,2019,matt_alaimo_rutgers,False
Matt Alaimo,JR,TE,9,7,23,3.29,0,0.8,2.6,rutgers,2020,matt_alaimo_rutgers,False
Matt Alaimo,JR,TE,12,5,50,10.00,0,0.4,4.2,rutgers,2021,matt_alaimo_rutgers,False
Matt Alaimo,SR,TE,9,2,13,6.50,0,0.2,1.4,rutgers,2022,matt_alaimo_rutgers,True
Matt Alaimo,SR,TE,12,10,55,5.50,1,0.8,4.6,coastal_carolina,2023,matt_alaimo_coastal_carolina,False
Matt Bahr,SR,LB,12,1,10,10.00,0,0.1,0.8,kent_state,2018,matt_bahr_kent_state,False
Matt Barnes,SO,TE,10,5,40,8.00,0,0.5,4.0,louisiana-lafayette,2016,matt_barnes_louisiana-lafayette,False
Matt Barnes,SR,TE,14,16,125,7.81,1,1.1,8.9,louisiana-lafayette,2018,matt_barnes_louisiana-lafayette,False
Matt Bayliss,SR,DS,11,1,3,3.00,0,0.1,0.3,utsa,2017,matt_bayliss_utsa,False
Matt Bjorson,FR,TE,12,5,53,10.60,0,0.4,4.4,indiana,2018,matt_bjorson_indiana,False
Matt Bjorson,SO,TE,13,7,36,5.14,1,0.5,2.8,indiana,2019,matt_bjorson_indiana,False
Matt Bjorson,JR,TE,8,1,11,11.00,0,0.1,1.4,indiana,2020,matt_bjorson_indiana,False
Matt Bjorson,SR,TE,12,8,69,8.63,0,0.7,5.8,indiana,2021,matt_bjorson_indiana,True
Matt Bjorson,SR,TE,10,1,20,20.00,0,0.1,2.0,miami_ohio,2022,matt_bjorson_miami_ohio,False
Matt Breida,SR,RB,12,11,53,4.82,2,0.9,4.4,georgia_southern,2016,matt_breida_georgia_southern,False
Matt Bushman,FR,TE,13,49,520,10.61,3,3.8,40.0,byu,2017,matt_bushman_byu,False
Matt Bushman,SO,TE,13,29,511,17.62,2,2.2,39.3,byu,2018,matt_bushman_byu,False
Matt Bushman,JR,TE,13,47,688,14.64,4,3.6,52.9,byu,2019,matt_bushman_byu,False
Matt Byrnes,FR,TE,13,4,50,12.50,1,0.3,3.8,houston,2022,matt_byrnes_houston,False
Matt Byrnes,SO,TE,12,6,44,7.33,0,0.5,3.7,houston,2023,matt_byrnes_houston,False
Matt Colburn,SO,RB,13,13,143,11.00,0,1.0,11.0,wake_forest,2016,matt_colburn_wake_forest,False
Matt Colburn II,JR,RB,13,11,67,6.09,0,0.8,5.2,wake_forest,2017,matt_colburn_ii_wake_forest,False
Matt Colburn II,SR,RB,11,10,96,9.60,0,0.9,8.7,wake_forest,2018,matt_colburn_ii_wake_forest,False
Matt Corral,JR,QB,13,1,19,19.00,0,0.1,1.5,mississippi,2021,matt_corral_mississippi,False
