name,yr,pos,g,rush_yards,pass_yards,plays,total_yards,yards/play,yards/g,team_name,season,player_id,transfer
Al Riles,SR,WR,13,46,48,12,94,7.83,7.2,louisiana-lafayette,2016,al_riles_louisiana-lafayette,False
Al Wooten II,SR,RB,3,1,0,2,1,0.50,0.3,duke,2024,al_wooten_ii_duke,False
Al-Jay Henderson,FR,RB,10,301,0,59,301,5.10,30.1,buffalo,2022,al-jay_henderson_buffalo,False
Al-Jay Henderson,SO,RB,10,0,0,5,0,0.00,0.0,buffalo,2023,al-jay_henderson_buffalo,False
Al-Jay Henderson,JR,RB,5,135,0,39,135,3.46,27.0,buffalo,2024,al-jay_henderson_buffalo,False
Al-Shadee Salaam,SO,RB,12,210,0,57,210,3.68,17.5,rutgers,2022,al-shadee_salaam_rutgers,False
Al-Shadee Salaam,JR,DB,13,28,0,6,28,4.67,2.2,rutgers,2023,al-shadee_salaam_rutgers,False
Alan Bowman,FR,QB,8,-26,2638,356,2612,7.34,326.5,texas_tech,2018,alan_bowman_texas_tech,False
Alan Bowman,SO,QB,3,14,1020,161,1034,6.42,344.7,texas_tech,2019,alan_bowman_texas_tech,False
Alan Bowman,SO,QB,8,3,1602,242,1605,6.63,200.6,texas_tech,2020,alan_bowman_texas_tech,True
Alan Bowman,SR,QB,3,0,9,4,9,2.25,3.0,michigan,2021,alan_bowman_michigan,False
Alan Bowman,SR,QB,4,0,60,7,60,8.57,15.0,michigan,2022,alan_bowman_michigan,True
Alan Bowman,SR,QB,14,24,3460,527,3484,6.61,248.9,oklahoma_state,2023,alan_bowman_oklahoma_state,False
Alan Bowman,SR,QB,6,-4,1653,227,1649,7.26,274.8,oklahoma_state,2024,alan_bowman_oklahoma_state,False
Alan Lamar,SR,RB,12,231,0,62,231,3.73,19.3,arkansas_state,2021,alan_lamar_arkansas_state,False
Alante Brown,FR,WR,8,18,0,1,18,18.00,2.3,nebraska,2020,alante_brown_nebraska,False
Alante Brown,SO,WR,12,-1,0,1,-1,-1.00,-0.1,nebraska,2022,alante_brown_nebraska,True
Alante Brown,SR,WR,11,4,42,11,46,4.18,4.2,michigan_state,2023,alante_brown_michigan_state,False
Alante Thomas,SO,RB,1,6,0,1,6,6.00,6.0,michigan_state,2018,alante_thomas_michigan_state,False
Alante Thomas,JR,RB,2,1,0,2,1,0.50,0.5,michigan_state,2019,alante_thomas_michigan_state,False
Albert Reid,SR,TB,11,480,0,98,480,4.90,43.6,virginia,2016,albert_reid_virginia,False
Alberto Mendoza,FR,QB,1,-3,6,3,3,1.00,3.0,indiana,2024,alberto_mendoza_indiana,False
Alec Bevelhimer,SR,K,5,-16,0,1,-16,-16.00,-3.2,miami_ohio,2024,alec_bevelhimer_miami_ohio,False
Alec Dhaenens,SR,TE,14,-5,0,1,-5,-5.00,-0.4,boise_state,2017,alec_dhaenens_boise_state,False
Alec Eberle,JR,OL,13,4,0,0,4,-,0.3,florida_state,2017,alec_eberle_florida_state,False
Alec Hallman,SO,P,5,0,0,1,0,0.00,0.0,florida_international,2019,alec_hallman_florida_international,False
Alec Harris,FR,RB,3,72,0,5,72,14.40,24.0,texas_state,2018,alec_harris_texas_state,False
Alec Hullibarger,SO,RB,13,16,0,3,16,5.33,1.2,eastern_michigan,2016,alec_hullibarger_eastern_michigan,False
Alec Ingold,SO,FB,14,44,0,18,44,2.44,3.1,wisconsin,2016,alec_ingold_wisconsin,False
Alec Ingold,JR,FB,14,25,0,10,25,2.50,1.8,wisconsin,2017,alec_ingold_wisconsin,False
Alec Ingold,SR,FB,13,143,0,26,143,5.50,11.0,wisconsin,2018,alec_ingold_wisconsin,False
Alec Morris,SR,QB,6,-12,1126,202,1114,5.51,185.7,north_texas,2016,alec_morris_north_texas,False
Alec Murphy,SO,RB,7,9,0,2,9,4.50,1.3,mississippi_state,2017,alec_murphy_mississippi_state,False
Alec Sinkfield,FR,RB,5,68,0,19,68,3.58,13.6,west_virginia,2018,alec_sinkfield_west_virginia,False
Alec Sinkfield,SO,RB,12,41,0,17,41,2.41,3.4,west_virginia,2019,alec_sinkfield_west_virginia,False
Alec Sinkfield,JR,RB,10,327,0,78,327,4.19,32.7,west_virginia,2020,alec_sinkfield_west_virginia,True
Alec Sinkfield,SR,RB,12,350,0,85,350,4.12,29.2,boston_college,2021,alec_sinkfield_boston_college,False
Alec Sinkfield,SR,RB,9,4,0,3,4,1.33,0.4,boston_college,2022,alec_sinkfield_boston_college,False
Alec Wyble-Meza,SO,RB,1,6,0,3,6,2.00,6.0,byu,2019,alec_wyble-meza_byu,False
Aleva Hifo,FR,WR,13,0,0,2,0,0.00,0.0,byu,2016,aleva_hifo_byu,False
Aleva Hifo,JR,WR,13,129,31,31,160,5.16,12.3,byu,2018,aleva_hifo_byu,False
Aleva Hifo,SR,WR,12,104,22,24,126,5.25,10.5,byu,2019,aleva_hifo_byu,False
Alex Bacchetta,SO,P,5,-19,0,1,-19,-19.00,-3.8,rice,2024,alex_bacchetta_rice,False
Alex Bales,JR,K,5,-11,0,1,-11,-11.00,-2.2,oregon,2022,alex_bales_oregon,False
Alex Barnes,FR,RB,11,442,0,56,442,7.89,40.2,kansas_state,2016,alex_barnes_kansas_state,False
Alex Barnes,SO,RB,13,819,3,147,822,5.59,63.2,kansas_state,2017,alex_barnes_kansas_state,False
Alex Barnes,JR,RB,12,1355,0,256,1355,5.29,112.9,kansas_state,2018,alex_barnes_kansas_state,False
Alex Berrouet,FR,RB,1,50,0,7,50,7.14,50.0,colorado_state,2021,alex_berrouet_colorado_state,False
Alex Bousky,,,1,6,0,1,6,6.00,6.0,northwestern,2017,alex_bousky_northwestern,False
Alex Broome,FR,RB,10,225,0,50,225,4.50,22.5,boston_college,2022,alex_broome_boston_college,False
Alex Broome,SO,RB,11,288,0,60,288,4.80,26.2,boston_college,2023,alex_broome_boston_college,False
Alex Byers,JR,WR,10,10,0,1,10,10.00,1.0,utah_state,2016,alex_byers_utah_state,False
Alex Delton,FR,QB,4,116,11,30,127,4.23,31.8,kansas_state,2016,alex_delton_kansas_state,False
Alex Delton,SO,QB,8,500,637,185,1137,6.15,142.1,kansas_state,2017,alex_delton_kansas_state,False
Alex Delton,JR,QB,7,234,554,165,788,4.78,112.6,kansas_state,2018,alex_delton_kansas_state,True
Alex Delton,SR,QB,6,100,318,67,418,6.24,69.7,tcu,2019,alex_delton_tcu,False
Alex Escobar,SO,RB,9,57,0,19,57,3.00,6.3,new_mexico_state,2021,alex_escobar_new_mexico_state,False
Alex Flinn,JR,QB,12,188,1558,386,1746,4.52,145.5,east_carolina,2023,alex_flinn_east_carolina,False
Alex Fontenot,FR,RB,11,43,0,11,43,3.91,3.9,colorado,2018,alex_fontenot_colorado,False
Alex Fontenot,SO,TB,11,874,0,185,874,4.72,79.5,colorado,2019,alex_fontenot_colorado,False
Alex Fontenot,JR,TB,12,326,0,96,326,3.40,27.2,colorado,2021,alex_fontenot_colorado,False
Alex Fontenot,SR,TB,6,315,0,65,315,4.85,52.5,colorado,2022,alex_fontenot_colorado,False
Alex Gardner,JR,RB,12,930,0,181,930,5.14,77.5,florida_international,2016,alex_gardner_florida_international,False
Alex Gardner,SR,RB,13,791,0,181,791,4.37,60.8,florida_international,2017,alex_gardner_florida_international,False
Alex Harris,JR,WR,10,-5,0,1,-5,-5.00,-0.5,ucf,2019,alex_harris_ucf,False
Alex Honig,SO,TE,2,0,0,1,0,0.00,0.0,connecticut,2023,alex_honig_connecticut,False
Alex Hornibrook,FR,QB,13,-81,1262,204,1181,5.79,90.8,wisconsin,2016,alex_hornibrook_wisconsin,False
Alex Hornibrook,SO,QB,14,-101,2644,347,2543,7.33,181.6,wisconsin,2017,alex_hornibrook_wisconsin,False
Alex Hornibrook,JR,QB,9,-61,1532,225,1471,6.54,163.4,wisconsin,2018,alex_hornibrook_wisconsin,True
Alex Hornibrook,SR,QB,5,-71,986,151,915,6.06,183.0,florida_state,2019,alex_hornibrook_florida_state,False
Alex James,SO,RB,12,274,0,55,274,4.98,22.8,coastal_carolina,2017,alex_james_coastal_carolina,False
Alex James,SO,RB,12,201,0,59,201,3.41,16.8,coastal_carolina,2018,alex_james_coastal_carolina,False
Alex Malzone,JR,QB,3,0,0,4,0,0.00,0.0,miami_ohio,2018,alex_malzone_miami_ohio,False
Alex Mastromanno,JR,P,14,-11,0,1,-11,-11.00,-0.8,florida_state,2023,alex_mastromanno_florida_state,False
Alex McGough,JR,QB,9,117,1891,331,2008,6.07,223.1,florida_international,2016,alex_mcgough_florida_international,False
Alex McGough,SR,QB,13,231,2798,433,3029,7.00,233.0,florida_international,2017,alex_mcgough_florida_international,False
Alex Mussat,SO,QB,3,0,5,1,5,5.00,1.7,western_michigan,2017,alex_mussat_western_michigan,False
Alex Mussat,JR,QB,2,0,0,4,0,0.00,0.0,western_michigan,2018,alex_mussat_western_michigan,False
Alex Netherda,JR,RB,13,8,0,1,8,8.00,0.6,california,2018,alex_netherda_california,False
Alex Netherda,SR,RB,13,15,0,4,15,3.75,1.2,california,2019,alex_netherda_california,False
Alex Orji,FR,QB,3,37,5,7,42,6.00,14.0,michigan,2022,alex_orji_michigan,False
Alex Orji,SO,QB,6,86,0,15,86,5.73,14.3,michigan,2023,alex_orji_michigan,False
Alex Orji,JR,QB,6,124,148,78,272,3.49,45.3,michigan,2024,alex_orji_michigan,False
Alex Padilla,FR,QB,2,7,12,4,19,4.75,9.5,iowa,2020,alex_padilla_iowa,False
Alex Padilla,SO,QB,9,-25,636,129,611,4.74,67.9,iowa,2021,alex_padilla_iowa,False
Alex Padilla,JR,QB,2,-35,173,52,138,2.65,69.0,iowa,2022,alex_padilla_iowa,True
Alex Padilla,SR,QB,4,0,59,7,59,8.43,14.8,smu,2023,alex_padilla_smu,False
Alex Ramart,FR,QB,6,-11,61,38,50,1.32,8.3,akron,2018,alex_ramart_akron,False
Alex Raynor,JR,K,13,3,0,1,3,3.00,0.2,georgia_southern,2022,alex_raynor_georgia_southern,False
Alex Roberts,FR,RB,2,22,0,6,22,3.67,11.0,arkansas_state,2018,alex_roberts_arkansas_state,False
Alex Rodriguez,SO,RB,12,41,0,10,41,4.10,3.4,indiana,2016,alex_rodriguez_indiana,False
Alex Rodriguez,JR,RB,12,65,0,16,65,4.06,5.4,indiana,2017,alex_rodriguez_indiana,False
Alex Ross,SR,RB,10,71,0,24,71,2.96,7.1,missouri,2016,alex_ross_missouri,False
Alex Smith,FR,P,13,27,0,2,27,13.50,2.1,georgia_southern,2023,alex_smith_georgia_southern,False
Alex Tecza,SO,FB,12,758,0,126,758,6.02,63.2,navy,2023,alex_tecza_navy,False
Alex Tecza,JR,FB,5,238,13,42,251,5.98,50.2,navy,2024,alex_tecza_navy,False
Alex Thomson,JR,QB,4,50,506,135,556,4.12,139.0,marshall,2018,alex_thomson_marshall,False
Alex Thomson,SR,QB,3,22,123,16,145,9.06,48.3,marshall,2019,alex_thomson_marshall,False
Alexander Diggs,SO,RB,2,3,0,2,3,1.50,1.5,kennesaw_state,2024,alexander_diggs_kennesaw_state,False
Alexander Horvath,FR,RB,13,42,0,9,42,4.67,3.2,purdue,2018,alexander_horvath_purdue,False
Alexander Mattison,FR,RB,13,328,0,67,328,4.90,25.2,boise_state,2016,alexander_mattison_boise_state,False
Alexander Mattison,SO,RB,14,1086,0,212,1086,5.12,77.6,boise_state,2017,alexander_mattison_boise_state,False
Alexander Mattison,JR,RB,13,1415,0,302,1415,4.69,108.8,boise_state,2018,alexander_mattison_boise_state,False
Alexy Jean-Baptiste,JR,DL,10,2,0,1,2,2.00,0.2,florida_international,2019,alexy_jean-baptiste_florida_international,False
Alfred Armour,FR,RB,12,3,0,2,3,1.50,0.3,purdue,2019,alfred_armour_purdue,False
Alfred Smith,SO,WR,13,16,0,1,16,16.00,1.2,louisiana_tech,2018,alfred_smith_louisiana_tech,False
Algernon Brown,SR,RB,13,43,0,16,43,2.69,3.3,byu,2016,algernon_brown_byu,False
Alijah Lee,SO,RB,11,20,0,4,20,5.00,1.8,washington_state,2016,alijah_lee_washington_state,False
Allan Cui III,FR,WR,10,0,0,1,0,0.00,0.0,unlv,2016,allan_cui_iii_unlv,False
Allan Walters,FR,QB,3,0,36,9,36,4.00,12.0,vanderbilt,2019,allan_walters_vanderbilt,False
Allenzae Staggers,JR,WR,13,39,47,5,86,17.20,6.6,southern_mississippi,2016,allenzae_staggers_southern_mississippi,False
Allenzae Staggers,SR,WR,13,64,18,10,82,8.20,6.3,southern_mississippi,2017,allenzae_staggers_southern_mississippi,False
Alonza Barnett III,FR,QB,2,15,14,5,29,5.80,14.5,james_madison,2022,alonza_barnett_iii_james_madison,False
Alonza Barnett III,FR,QB,2,29,15,16,44,2.75,22.0,james_madison,2023,alonza_barnett_iii_james_madison,False
Alonza Barnett III,SO,QB,6,309,1472,238,1781,7.48,296.8,james_madison,2024,alonza_barnett_iii_james_madison,False
Alonzo Moore,SR,WR,11,58,0,4,58,14.50,5.3,nebraska,2016,alonzo_moore_nebraska,False
Alonzo Smith,SO,RB,13,709,0,163,709,4.35,54.5,miami_ohio,2016,alonzo_smith_miami_ohio,False
Alonzo Smith,JR,RB,10,660,0,144,660,4.58,66.0,miami_ohio,2017,alonzo_smith_miami_ohio,False
Alonzo Smith,SR,RB,11,746,0,141,746,5.29,67.8,miami_ohio,2018,alonzo_smith_miami_ohio,False
Alphonzo Andrews Jr.,FR,RB,1,1,0,1,1,1.00,1.0,wyoming,2019,alphonzo_andrews_jr._wyoming,False
Alred Luke,FR,WR,12,23,0,8,23,2.88,1.9,louisiana-monroe,2022,alred_luke_louisiana-monroe,False
Alton McCaskill,FR,RB,14,961,0,189,961,5.08,68.6,houston,2021,alton_mccaskill_houston,True
Alton McCaskill,SO,RB,4,59,0,14,59,4.21,14.8,colorado,2023,alton_mccaskill_colorado,True
Alton McCaskill,JR,RB,1,17,0,7,17,2.43,17.0,arizona_state,2024,alton_mccaskill_arizona_state,False
Alvin Kamara,JR,RB,11,596,0,103,596,5.79,54.2,tennessee,2016,alvin_kamara_tennessee,False
Alvon Isaac,FR,RB,1,2,0,1,2,2.00,2.0,south_florida,2024,alvon_isaac_south_florida,False
Amaad Foston,JR,RB,4,29,0,5,29,5.80,7.3,virginia,2023,amaad_foston_virginia,False
Amad Anderson Jr.,SO,WR,5,8,0,1,8,8.00,1.6,purdue,2020,amad_anderson_jr._purdue,True
Amad Anderson Jr.,SO,WR,11,-9,0,2,-9,-4.50,-0.8,temple,2021,amad_anderson_jr._temple,False
Amad Anderson Jr.,JR,WR,11,-4,0,4,-4,-1.00,-0.4,temple,2022,amad_anderson_jr._temple,False
Amad Anderson Jr.,SR,WR,11,-6,0,2,-6,-3.00,-0.5,temple,2023,amad_anderson_jr._temple,False
Amani Givens,JR,RB,1,28,0,6,28,4.67,28.0,louisiana_tech,2024,amani_givens_louisiana_tech,False
Amani Hooker,SO,DB,11,18,0,1,18,18.00,1.6,iowa,2017,amani_hooker_iowa,False
Amare Jones,FR,RB,13,216,0,47,216,4.60,16.6,tulane,2018,amare_jones_tulane,False
Amare Jones,SO,RB,13,371,27,65,398,6.12,30.6,tulane,2019,amare_jones_tulane,False
Amare Jones,JR,RB,10,389,0,68,389,5.72,38.9,tulane,2020,amare_jones_tulane,True
Amare Jones,SR,RB,10,196,45,49,241,4.92,24.1,georgia_southern,2021,amare_jones_georgia_southern,False
Amare Jones,SR,WR,8,-2,0,1,-2,-2.00,-0.3,georgia_southern,2022,amare_jones_georgia_southern,False
Amare Thomas,FR,WR,12,40,0,4,40,10.00,3.3,uab,2023,amare_thomas_uab,False
Amare Thomas,SO,WR,5,0,0,2,0,0.00,0.0,uab,2024,amare_thomas_uab,False
Amari Daniels,FR,RB,4,119,0,20,119,5.95,29.8,texas_a&m,2021,amari_daniels_texas_a&m,False
Amari Daniels,SO,RB,6,200,0,36,200,5.56,33.3,texas_a&m,2022,amari_daniels_texas_a&m,False
Amari Daniels,SO,RB,12,532,0,105,532,5.07,44.3,texas_a&m,2023,amari_daniels_texas_a&m,False
Amari Daniels,JR,RB,6,245,0,57,245,4.30,40.8,texas_a&m,2024,amari_daniels_texas_a&m,False
Amari Johnson,JR,WR,13,27,0,7,27,3.86,2.1,ucf,2021,amari_johnson_ucf,False
Amari Johnson,SR,WR,3,3,0,2,3,1.50,1.0,ucf,2023,amari_johnson_ucf,False
Amari Jones,SO,QB,3,6,9,3,15,5.00,5.0,florida_international,2024,amari_jones_florida_international,False
Amari McMahon,JR,RB,1,10,0,1,10,10.00,10.0,ohio_state,2019,amari_mcmahon_ohio_state,False
Amari Rodgers,FR,WR,14,-9,0,3,-9,-3.00,-0.6,clemson,2017,amari_rodgers_clemson,False
Amari Rodgers,SO,WR,15,5,0,2,5,2.50,0.3,clemson,2018,amari_rodgers_clemson,False
Amari Rodgers,JR,WR,14,50,0,3,50,16.67,3.6,clemson,2019,amari_rodgers_clemson,False
Amari Rodgers,SR,WR,12,0,8,1,8,8.00,0.7,clemson,2020,amari_rodgers_clemson,False
Amari Terry,SR,WR,6,11,0,4,11,2.75,1.8,air_force,2021,amari_terry_air_force,False
Amari Terry,SR,WR,13,11,0,2,11,5.50,0.8,air_force,2022,amari_terry_air_force,False
Amauri Pesek-Hickson,FR,RB,4,145,0,40,145,3.63,36.3,kansas,2020,amauri_pesek-hickson_kansas,False
Amauri Pesek-Hickson,FR,RB,10,218,0,60,218,3.63,21.8,kansas,2021,amauri_pesek-hickson_kansas,False
Ambry Thomas,SO,DB,13,11,0,1,11,11.00,0.8,michigan,2018,ambry_thomas_michigan,False
Amin Hassan,SO,SB,12,3,0,1,3,3.00,0.3,navy,2022,amin_hassan_navy,False
Amin Hassan,JR,SB,12,28,0,12,28,2.33,2.3,navy,2023,amin_hassan_navy,False
Amin Hassan,SR,SB,5,30,0,9,30,3.33,6.0,navy,2024,amin_hassan_navy,False
Amir Rasul,FR,RB,7,46,0,6,46,7.67,6.6,florida_state,2016,amir_rasul_florida_state,False
Amir Rasul,SO,RB,12,152,0,33,152,4.61,12.7,florida_state,2017,amir_rasul_florida_state,False
Amir Rasul,JR,RB,11,46,0,10,46,4.60,4.2,florida_state,2018,amir_rasul_florida_state,True
Amir Rasul,SR,RB,9,110,0,46,110,2.39,12.2,middle_tennessee,2021,amir_rasul_middle_tennessee,False
Amon-Ra St. Brown,FR,WR,12,9,0,2,9,4.50,0.8,usc,2018,amon-ra_st._brown_usc,False
Amon-Ra St. Brown,SO,WR,13,60,0,7,60,8.57,4.6,usc,2019,amon-ra_st._brown_usc,False
An'Darius Coffey,SO,RB,12,83,0,15,83,5.53,6.9,memphis,2022,an'darius_coffey_memphis,False
Anderson Castle,FR,RB,12,104,0,17,104,6.12,8.7,appalachian_state,2020,anderson_castle_appalachian_state,False
Anderson Castle,SO,RB,14,236,0,47,236,5.02,16.9,appalachian_state,2021,anderson_castle_appalachian_state,False
Anderson Castle,SO,RB,12,167,0,26,167,6.42,13.9,appalachian_state,2022,anderson_castle_appalachian_state,False
Anderson Castle,JR,RB,6,283,0,53,283,5.34,47.2,appalachian_state,2023,anderson_castle_appalachian_state,False
Anderson Castle,JR,RB,5,184,0,39,184,4.72,36.8,appalachian_state,2024,anderson_castle_appalachian_state,False
Andon Thomas,JR,ILB,5,35,0,1,35,35.00,7.0,army,2024,andon_thomas_army,False
Andre Baccellia,FR,WR,14,16,0,2,16,8.00,1.1,washington,2016,andre_baccellia_washington,False
Andre Baccellia,SO,WR,8,18,52,3,70,23.33,8.8,washington,2017,andre_baccellia_washington,False
Andre Baccellia,JR,WR,14,50,14,4,64,16.00,4.6,washington,2018,andre_baccellia_washington,False
Andre Baccellia,SR,WR,12,35,0,4,35,8.75,2.9,washington,2019,andre_baccellia_washington,False
Andre Bodison,SR,WR,10,4,0,1,4,4.00,0.4,new_mexico_state,2021,andre_bodison_new_mexico_state,False
Andre Flakes,JR,RB,13,23,0,5,23,4.60,1.8,troy,2016,andre_flakes_troy,False
Andre Hale II,FR,RB,1,33,0,6,33,5.50,33.0,southern_mississippi,2017,andre_hale_ii_southern_mississippi,False
"Andre Hale, II",SO,RB,1,28,0,4,28,7.00,28.0,southern_mississippi,2018,"andre_hale,_ii_southern_mississippi",False
Andre Hines,JR,RB,2,37,0,6,37,6.17,18.5,boston_college,2023,andre_hines_boston_college,False
Andre Nunez,JR,QB,4,3,783,134,786,5.87,196.5,louisiana-lafayette,2017,andre_nunez_louisiana-lafayette,False
Andre Nunez,SR,QB,14,-15,2272,343,2257,6.58,161.2,louisiana-lafayette,2018,andre_nunez_louisiana-lafayette,False
Andre Robinson,FR,RB,12,141,0,29,141,4.86,11.8,penn_state,2016,andre_robinson_penn_state,False
Andre Robinson,SO,RB,11,55,0,9,55,6.11,5.0,penn_state,2017,andre_robinson_penn_state,False
Andre Washington,SO,RB,1,8,0,2,8,4.00,8.0,oklahoma_state,2021,andre_washington_oklahoma_state,False
Andre Welch,SO,WR,5,7,0,2,7,3.50,1.4,michigan_state,2018,andre_welch_michigan_state,False
Andre Williams,FR,WR,12,7,0,1,7,7.00,0.6,akron,2017,andre_williams_akron,False
Andre Williams,SO,WR,11,4,0,1,4,4.00,0.4,akron,2018,andre_williams_akron,False
Andre Wilson,JR,WR,13,27,0,3,27,9.00,2.1,uab,2017,andre_wilson_uab,False
Andre Wilson,SR,WR,14,104,0,8,104,13.00,7.4,uab,2018,andre_wilson_uab,False
Andrel Anthony,FR,WR,11,6,0,1,6,6.00,0.5,michigan,2021,andrel_anthony_michigan,False
Andrel Anthony,SO,WR,14,-2,0,1,-2,-2.00,-0.1,michigan,2022,andrel_anthony_michigan,True
Andres Borregales,SO,K,12,7,0,1,7,7.00,0.6,miami_florida,2022,andres_borregales_miami_florida,False
Andrew Armstrong,SR,WR,12,3,0,1,3,3.00,0.3,arkansas,2023,andrew_armstrong_arkansas,False
Andrew Beardall,JR,LS,12,-24,0,1,-24,-24.00,-2.0,south_florida,2021,andrew_beardall_south_florida,False
Andrew Brito,SO,QB,10,-86,830,204,744,3.65,74.4,massachusetts,2019,andrew_brito_massachusetts,False
Andrew Brito,JR,QB,3,0,-5,1,-5,-5.00,-1.7,massachusetts,2020,andrew_brito_massachusetts,True
Andrew Brito,SR,QB,3,6,35,5,41,8.20,13.7,ucf,2021,andrew_brito_ucf,False
Andrew Bunch,SO,QB,5,40,320,63,360,5.71,72.0,nebraska,2018,andrew_bunch_nebraska,False
Andrew Bunch,JR,QB,2,-1,13,8,12,1.50,6.0,nebraska,2019,andrew_bunch_nebraska,False
Andrew Celis,SO,WR,12,9,36,5,45,9.00,3.8,nevada,2016,andrew_celis_nevada,False
Andrew Celis,JR,WR,12,2,76,6,78,13.00,6.5,nevada,2017,andrew_celis_nevada,False
Andrew Clair,FR,RB,11,725,0,107,725,6.78,65.9,bowling_green,2017,andrew_clair_bowling_green,False
Andrew Clair,SO,RB,11,702,0,135,702,5.20,63.8,bowling_green,2018,andrew_clair_bowling_green,False
Andrew Clair,JR,RB,4,244,0,68,244,3.59,61.0,bowling_green,2019,andrew_clair_bowling_green,False
Andrew Clair,JR,RB,4,266,0,52,266,5.12,66.5,bowling_green,2020,andrew_clair_bowling_green,True
Andrew Clair,SR,RB,12,349,0,63,349,5.54,29.1,northwestern,2021,andrew_clair_northwestern,False
Andrew Clair,SR,RB,11,94,0,18,94,5.22,8.5,northwestern,2022,andrew_clair_northwestern,False
Andrew David,SR,P,7,17,0,1,17,17.00,2.4,northwestern,2019,andrew_david_northwestern,False
Andrew Erickson,SO,WR,11,1,0,4,1,0.25,0.1,new_mexico,2021,andrew_erickson_new_mexico,False
Andrew Erickson,JR,WR,11,7,0,1,7,7.00,0.6,new_mexico,2022,andrew_erickson_new_mexico,False
Andrew Ford,SO,QB,11,-96,2665,410,2569,6.27,233.5,massachusetts,2016,andrew_ford_massachusetts,False
Andrew Ford,JR,QB,11,-137,2924,413,2787,6.75,253.4,massachusetts,2017,andrew_ford_massachusetts,False
Andrew Ford,SR,QB,7,-64,1366,196,1302,6.64,186.0,massachusetts,2018,andrew_ford_massachusetts,False
Andrew Glass,FR,K,14,8,0,1,8,8.00,0.6,kent_state,2021,andrew_glass_kent_state,False
Andrew Glass,JR,K,12,6,0,2,6,3.00,0.5,kent_state,2023,andrew_glass_kent_state,False
Andrew Haidet,SR,QB,4,3,44,9,47,5.22,11.8,northern_illinois,2020,andrew_haidet_northern_illinois,False
Andrew Henry,SO,RB,11,482,0,131,482,3.68,43.8,louisiana-monroe,2021,andrew_henry_louisiana-monroe,False
Andrew Henry,JR,RB,12,322,0,75,322,4.29,26.8,louisiana-monroe,2022,andrew_henry_louisiana-monroe,True
Andrew Henry,SR,RB,9,350,0,52,350,6.73,38.9,new_mexico,2023,andrew_henry_new_mexico,False
Andrew Libby,JR,FB,12,0,0,1,0,0.00,0.0,massachusetts,2016,andrew_libby_massachusetts,False
Andrew Marty,SO,QB,5,201,150,74,351,4.74,70.2,northwestern,2019,andrew_marty_northwestern,False
Andrew Marty,JR,QB,4,24,0,5,24,4.80,6.0,northwestern,2020,andrew_marty_northwestern,False
Andrew Marty,SR,QB,7,101,707,161,808,5.02,115.4,northwestern,2021,andrew_marty_northwestern,False
Andrew Mason,FR,WR,5,1,0,1,1,1.00,0.2,rice,2020,andrew_mason_rice,False
Andrew Mevis,SR,PK,13,29,0,1,29,29.00,2.2,iowa_state,2021,andrew_mevis_iowa_state,False
Andrew Meyer,JR,WR,12,-1,15,2,14,7.00,1.2,ohio,2017,andrew_meyer_ohio,False
Andrew Parchment,FR,WR,7,1,0,2,1,0.50,0.1,northern_illinois,2017,andrew_parchment_northern_illinois,True
Andrew Parchment,JR,WR,12,0,0,1,0,0.00,0.0,kansas,2019,andrew_parchment_kansas,False
Andrew Parchment,SR,WR,8,10,0,1,10,10.00,1.3,kansas,2020,andrew_parchment_kansas,True
Andrew Paul,FR,RB,7,129,0,29,129,4.45,18.4,georgia,2023,andrew_paul_georgia,True
Andrew Paul,SO,RB,6,77,0,17,77,4.53,12.8,jacksonville_state,2024,andrew_paul_jacksonville_state,False
Andrew Peasley,FR,QB,3,76,19,15,95,6.33,31.7,utah_state,2018,andrew_peasley_utah_state,False
Andrew Peasley,FR,QB,1,83,5,5,88,17.60,88.0,utah_state,2019,andrew_peasley_utah_state,False
Andrew Peasley,SO,QB,5,195,391,91,586,6.44,117.2,utah_state,2020,andrew_peasley_utah_state,False
Andrew Peasley,JR,QB,10,161,415,76,576,7.58,57.6,utah_state,2021,andrew_peasley_utah_state,True
Andrew Peasley,JR,QB,12,339,1574,356,1913,5.37,159.4,wyoming,2022,andrew_peasley_wyoming,False
Andrew Peasley,SR,QB,12,419,1991,376,2410,6.41,200.8,wyoming,2023,andrew_peasley_wyoming,False
Andrew Scanlan,SR,WR,13,0,0,1,0,0.00,0.0,northwestern,2016,andrew_scanlan_northwestern,False
Andrew Schorfhaar,JR,QB,2,-7,-3,3,-10,-3.33,-5.0,michigan_state,2023,andrew_schorfhaar_michigan_state,False
Andrew Smith,JR,WR,3,2,0,3,2,0.67,0.7,air_force,2017,andrew_smith_air_force,False
Andrew Smith,SR,WR,12,29,0,6,29,4.83,2.4,air_force,2018,andrew_smith_air_force,False
Andrew Stefanelli,SR,RB,13,1,0,1,1,1.00,0.1,maryland,2016,andrew_stefanelli_maryland,False
Andrew Stokes,SO,P,6,-35,0,2,-35,-17.50,-5.8,south_florida,2022,andrew_stokes_south_florida,False
Andrew Strader,JR,RB,13,25,0,4,25,6.25,1.9,boston_college,2019,andrew_strader_boston_college,False
Andrew Tucker,JR,RB,11,153,0,20,153,7.65,13.9,north_texas,2016,andrew_tucker_north_texas,False
Andrew Tucker,SR,RB,13,88,0,18,88,4.89,6.8,north_texas,2017,andrew_tucker_north_texas,False
