name,yr,pos,g,rush_yards,pass_yards,plays,total_yards,yards/play,yards/g,team_name,season,player_id,transfer
Justin Tomlin,JR,QB,8,195,977,223,1172,5.26,146.5,georgia_southern,2021,justin_tomlin_georgia_southern,False
Justin Uahinui,SO,QB,2,-8,14,4,6,1.50,3.0,hawai'i,2019,justin_uahinui_hawai'i,False
Justin Williams-Thomas,FR,RB,3,37,0,11,37,3.36,12.3,tennessee,2022,justin_williams-thomas_tennessee,True
Justin Williams-Thomas,FR,RB,6,91,0,21,91,4.33,15.2,california,2023,justin_williams-thomas_california,False
Justus Woods,FR,RB,2,15,0,4,15,3.75,7.5,stanford,2018,justus_woods_stanford,False
Justus Woods,JR,RB,4,8,0,4,8,2.00,2.0,stanford,2020,justus_woods_stanford,False
Justyn Martin,FR,QB,2,19,0,3,19,6.33,9.5,ucla,2023,justyn_martin_ucla,False
Justyn Martin,SO,QB,3,-9,179,43,170,3.95,56.7,ucla,2024,justyn_martin_ucla,False
Juwan Johnson,SR,WR,10,0,0,1,0,0.00,0.0,oregon,2019,juwan_johnson_oregon,False
Juwan Moody,FR,WR,2,3,0,1,3,3.00,1.5,east_carolina,2018,juwan_moody_east_carolina,False
Juwan Washington,FR,RB,14,441,0,55,441,8.02,31.5,san_diego_state,2016,juwan_washington_san_diego_state,False
Juwan Washington,SO,RB,13,759,0,127,759,5.98,58.4,san_diego_state,2017,juwan_washington_san_diego_state,False
Juwan Washington,JR,RB,9,999,0,199,999,5.02,111.0,san_diego_state,2018,juwan_washington_san_diego_state,False
Juwan Washington,SR,RB,9,500,0,150,500,3.33,55.6,san_diego_state,2019,juwan_washington_san_diego_state,False
Juwaun Price,FR,RB,12,693,0,135,693,5.13,57.8,new_mexico_state,2021,juwaun_price_new_mexico_state,True
Juwaun Price,SO,RB,9,39,0,8,39,4.88,4.3,syracuse,2022,juwaun_price_syracuse,False
Juwaun Price,JR,RB,12,166,0,47,166,3.53,13.8,syracuse,2023,juwaun_price_syracuse,True
Juwaun Price,SR,RB,2,64,0,14,64,4.57,32.0,north_texas,2024,juwaun_price_north_texas,False
Jyran Mitchell,SO,TB,6,-2,0,2,-2,-1.00,-0.3,northern_illinois,2020,jyran_mitchell_northern_illinois,False
Jyvon Brown,FR,WR,4,0,0,1,0,0.00,0.0,massachusetts,2017,jyvon_brown_massachusetts,False
K'Wan Powell,FR,RB,8,123,0,24,123,5.13,15.4,south_florida,2022,k'wan_powell_south_florida,False
K'wan Powell,SO,RB,9,215,0,61,215,3.52,23.9,south_florida,2023,k'wan_powell_south_florida,False
K.D. Hutchinson,FR,WR,13,22,0,3,22,7.33,1.7,western_kentucky,2023,k.d._hutchinson_western_kentucky,False
K.D. Hutchinson,SO,WR,6,46,0,3,46,15.33,7.7,western_kentucky,2024,k.d._hutchinson_western_kentucky,False
K.D. Nixon,FR,WR,12,20,0,3,20,6.67,1.7,colorado,2017,k.d._nixon_colorado,False
K.D. Nixon,SO,WR,11,-8,0,9,-8,-0.89,-0.7,colorado,2018,k.d._nixon_colorado,False
K.D. Nixon,JR,WR,12,19,38,6,57,9.50,4.8,colorado,2019,k.d._nixon_colorado,False
K.D. Nixon,SR,WR,5,5,0,1,5,5.00,1.0,colorado,2020,k.d._nixon_colorado,True
K.J. Carta-Samuels,SO,QB,9,4,104,17,108,6.35,12.0,washington,2016,k.j._carta-samuels_washington,False
K.J. Carta-Samuels,JR,QB,8,-4,82,12,78,6.50,9.8,washington,2017,k.j._carta-samuels_washington,True
K.J. Carta-Samuels,SR,QB,10,-14,2261,343,2247,6.55,224.7,colorado_state,2018,k.j._carta-samuels_colorado_state,False
K.J. Cloyd,SO,LB,13,55,0,1,55,55.00,4.2,louisville,2021,k.j._cloyd_louisville,False
K.J. Costello,SO,QB,11,92,1573,239,1665,6.97,151.4,stanford,2017,k.j._costello_stanford,False
K.J. Costello,JR,QB,13,-20,3540,455,3520,7.74,270.8,stanford,2018,k.j._costello_stanford,False
K.J. Costello,SR,QB,5,24,1038,185,1062,5.74,212.4,stanford,2019,k.j._costello_stanford,True
K.J. Costello,SR,QB,6,-65,1283,233,1218,5.23,203.0,mississippi_state,2020,k.j._costello_mississippi_state,False
K.J. Hill,SO,WR,14,1,0,2,1,0.50,0.1,ohio_state,2017,k.j._hill_ohio_state,False
K.J. Hill,JR,WR,14,-3,0,1,-3,-3.00,-0.2,ohio_state,2018,k.j._hill_ohio_state,False
K.J. Hill,SR,WR,14,1,0,1,1,1.00,0.1,ohio_state,2019,k.j._hill_ohio_state,False
K.J. Jefferson,FR,QB,3,58,197,61,255,4.18,85.0,arkansas,2019,k.j._jefferson_arkansas,False
K.J. Osborn,SO,WR,12,22,0,4,22,5.50,1.8,buffalo,2017,k.j._osborn_buffalo,False
K.J. Osborn,JR,WR,14,16,0,5,16,3.20,1.1,buffalo,2018,k.j._osborn_buffalo,True
K.J. Osborn,SR,WR,13,15,0,5,15,3.00,1.2,miami_florida,2019,k.j._osborn_miami_florida,False
KD Daniels,FR,RB,2,10,0,3,10,3.33,5.0,florida,2024,kd_daniels_florida,False
KD Dorsey,FR,WR,8,0,0,1,0,0.00,0.0,georgia_southern,2023,kd_dorsey_georgia_southern,False
KJ Edwards,JR,RB,1,18,0,2,18,9.00,18.0,colorado_state,2023,kj_edwards_colorado_state,False
KJ Hall,FR,RB,4,184,0,35,184,5.26,46.0,byu,2016,kj_hall_byu,False
KJ Hall,SO,RB,5,206,0,30,206,6.87,41.2,byu,2017,kj_hall_byu,False
KJ Hamler,SO,WR,13,44,0,4,44,11.00,3.4,penn_state,2018,kj_hamler_penn_state,False
KJ Hamler,JR,WR,13,43,0,13,43,3.31,3.3,penn_state,2019,kj_hamler_penn_state,False
KJ Jackson,FR,QB,1,3,59,5,62,12.40,62.0,arkansas,2024,kj_jackson_arkansas,False
KJ Jefferson,FR,QB,5,67,295,69,362,5.25,72.4,arkansas,2020,kj_jefferson_arkansas,False
KJ Jefferson,SO,QB,13,664,2676,440,3340,7.59,256.9,arkansas,2021,kj_jefferson_arkansas,False
KJ Jefferson,JR,QB,11,640,2648,458,3288,7.18,298.9,arkansas,2022,kj_jefferson_arkansas,False
KJ Jefferson,SR,QB,12,447,2107,457,2554,5.59,212.8,arkansas,2023,kj_jefferson_arkansas,True
KJ Jefferson,SR,QB,5,193,1012,169,1205,7.13,241.0,ucf,2024,kj_jefferson_ucf,False
KZ Adams,FR,RB,4,5,0,2,5,2.50,1.3,georgia_state,2022,kz_adams_georgia_state,False
KZ Adams,FR,RB,6,61,0,35,61,1.74,10.2,georgia_state,2023,kz_adams_georgia_state,False
KaVontae Turpin,SO,WR,8,84,0,9,84,9.33,10.5,tcu,2016,kavontae_turpin_tcu,False
KaVontae Turpin,JR,WR,14,86,68,13,154,11.85,11.0,tcu,2017,kavontae_turpin_tcu,False
KaVontae Turpin,SR,WR,7,32,0,5,32,6.40,4.6,tcu,2018,kavontae_turpin_tcu,False
Kaare Vedvik,JR,P,12,-3,0,3,-3,-1.00,-0.3,marshall,2016,kaare_vedvik_marshall,False
Kaare Vedvik,SR,P,13,-3,0,1,-3,-3.00,-0.2,marshall,2017,kaare_vedvik_marshall,False
Kacper Rutkiewicz,JR,WR,12,45,0,5,45,9.00,3.8,northern_illinois,2022,kacper_rutkiewicz_northern_illinois,False
Kacper Rutkiewicz,SR,WR,6,14,0,2,14,7.00,2.3,northern_illinois,2023,kacper_rutkiewicz_northern_illinois,False
Kadari Johnson,SR,RB,1,28,0,2,28,14.00,28.0,utsa,2020,kadari_johnson_utsa,False
Kadarius Calloway,JR,RB,9,623,0,88,623,7.08,69.2,old_dominion,2023,kadarius_calloway_old_dominion,True
Kadarius Calloway,SR,RB,4,103,0,19,103,5.42,25.8,california,2024,kadarius_calloway_california,False
Kadarius Toney,FR,ATH,8,120,50,16,170,10.63,21.3,florida,2017,kadarius_toney_florida,False
Kadarius Toney,SO,ATH,12,240,20,22,260,11.82,21.7,florida,2018,kadarius_toney_florida,False
Kadarius Toney,JR,ATH,7,59,0,13,59,4.54,8.4,florida,2019,kadarius_toney_florida,False
Kadarius Toney,SR,ATH,11,161,12,21,173,8.24,15.7,florida,2020,kadarius_toney_florida,False
Kade Frew,JR,RB,3,85,0,16,85,5.31,28.3,air_force,2024,kade_frew_air_force,False
Kade Warner,FR,WR,8,4,0,1,4,4.00,0.5,nebraska,2018,kade_warner_nebraska,False
Kade Warner,SR,WR,14,21,0,3,21,7.00,1.5,kansas_state,2022,kade_warner_kansas_state,False
Kade Young,SR,QB,1,0,23,5,23,4.60,23.0,troy,2019,kade_young_troy,False
Kaden Anderson,FR,QB,4,1,79,14,80,5.71,20.0,wyoming,2024,kaden_anderson_wyoming,False
Kaden Cloud,SO,RB,1,11,0,2,11,5.50,11.0,air_force,2023,kaden_cloud_air_force,False
Kaden Cloud,JR,RB,3,6,0,2,6,3.00,2.0,air_force,2024,kaden_cloud_air_force,False
Kaden Dudley,FR,RB,8,16,0,8,16,2.00,2.0,boise_state,2022,kaden_dudley_boise_state,False
Kaden Dudley,SO,RB,10,40,0,8,40,5.00,4.0,boise_state,2023,kaden_dudley_boise_state,False
Kaden Feagin,FR,RB,9,438,0,95,438,4.61,48.7,illinois,2023,kaden_feagin_illinois,False
Kaden Feagin,SO,RB,5,306,0,67,306,4.57,61.2,illinois,2024,kaden_feagin_illinois,False
Kaden Keon,SR,K,14,0,0,1,0,0.00,0.0,central_michigan,2019,kaden_keon_central_michigan,False
Kaden Prather,JR,WR,13,36,0,1,36,36.00,2.8,maryland,2023,kaden_prather_maryland,False
Kaden Prather,SR,WR,5,-1,0,1,-1,-1.00,-0.2,maryland,2024,kaden_prather_maryland,False
Kaden Shields-Dutton,FR,RB,2,19,0,4,19,4.75,9.5,florida_atlantic,2024,kaden_shields-dutton_florida_atlantic,False
Kaden Wetjen,JR,WR,14,20,0,4,20,5.00,1.4,iowa,2023,kaden_wetjen_iowa,False
Kaden Wetjen,SR,WR,5,6,0,1,6,6.00,1.2,iowa,2024,kaden_wetjen_iowa,False
Kadin Remsberg,SO,RB,12,583,0,100,583,5.83,48.6,air_force,2018,kadin_remsberg_air_force,False
Kadin Remsberg,JR,RB,13,1050,0,181,1050,5.80,80.8,air_force,2019,kadin_remsberg_air_force,False
Kadin Remsberg,SR,RB,4,146,0,25,146,5.84,36.5,air_force,2020,kadin_remsberg_air_force,False
Kadin Semonza,FR,QB,4,10,480,99,490,4.95,122.5,ball_state,2023,kadin_semonza_ball_state,False
Kadin Semonza,FR,QB,5,-37,1133,202,1096,5.43,219.2,ball_state,2024,kadin_semonza_ball_state,False
Kado Brown,JR,QB,6,145,354,83,499,6.01,83.2,georgia_southern,2017,kado_brown_georgia_southern,False
Kadyn Roach,FR,RB,10,112,0,18,112,6.22,11.2,louisiana-monroe,2020,kadyn_roach_louisiana-monroe,False
Kadyn Roach,FR,RB,6,58,0,21,58,2.76,9.7,louisiana-monroe,2021,kadyn_roach_louisiana-monroe,False
Kaedin Robinson,SO,WR,11,15,0,1,15,15.00,1.4,appalachian_state,2022,kaedin_robinson_appalachian_state,False
Kaedin Robinson,JR,WR,14,1,0,1,1,1.00,0.1,appalachian_state,2023,kaedin_robinson_appalachian_state,False
Kaedin Robinson,SR,WR,5,13,0,2,13,6.50,2.6,appalachian_state,2024,kaedin_robinson_appalachian_state,False
Kaedric Cobbs,FR,RB,11,56,0,11,56,5.09,5.1,utsa,2020,kaedric_cobbs_utsa,False
Kaedric Cobbs,SO,RB,3,18,0,3,18,6.00,6.0,utsa,2021,kaedric_cobbs_utsa,False
Kaedric Cobbs,SO,RB,2,5,0,1,5,5.00,2.5,utsa,2022,kaedric_cobbs_utsa,False
Kaedric Cobbs,JR,RB,13,49,0,12,49,4.08,3.8,utsa,2023,kaedric_cobbs_utsa,False
Kaegun Williams,FR,RB,10,40,0,11,40,3.64,4.0,san_diego_state,2018,kaegun_williams_san_diego_state,False
Kaegun Williams,SO,RB,10,110,0,30,110,3.67,11.0,san_diego_state,2019,kaegun_williams_san_diego_state,False
Kaegun Williams,JR,RB,7,257,0,54,257,4.76,36.7,san_diego_state,2020,kaegun_williams_san_diego_state,False
Kaegun Williams,SR,RB,14,269,0,60,269,4.48,19.2,san_diego_state,2021,kaegun_williams_san_diego_state,False
Kaelin Byrd,SO,RB,1,14,0,3,14,4.67,14.0,army,2019,kaelin_byrd_army,False
Kaelon Black,FR,RB,9,328,0,69,328,4.75,36.4,james_madison,2022,kaelon_black_james_madison,False
Kaelon Black,SO,RB,13,637,0,142,637,4.49,49.0,james_madison,2023,kaelon_black_james_madison,True
Kaelon Black,JR,RB,6,163,0,26,163,6.27,27.2,indiana,2024,kaelon_black_indiana,False
Kahleil Jackson,SO,WR,11,0,0,1,0,0.00,0.0,florida,2023,kahleil_jackson_florida,False
Kahlil Lewis,SO,WR,12,107,0,9,107,11.89,8.9,cincinnati,2016,kahlil_lewis_cincinnati,False
Kahlil Lewis,JR,WR,12,33,0,2,33,16.50,2.8,cincinnati,2017,kahlil_lewis_cincinnati,False
Kahlil Lewis,SR,WR,13,11,0,1,11,11.00,0.8,cincinnati,2018,kahlil_lewis_cincinnati,False
Kai Horton,FR,QB,5,-11,88,29,77,2.66,15.4,tulane,2021,kai_horton_tulane,False
Kai Horton,FR,QB,4,-20,165,29,145,5.00,36.3,tulane,2022,kai_horton_tulane,False
Kai Horton,SO,QB,5,-25,604,106,579,5.46,115.8,tulane,2023,kai_horton_tulane,False
Kai Horton,JR,QB,1,0,9,1,9,9.00,9.0,tulane,2024,kai_horton_tulane,False
Kai Kroeger,FR,P,10,0,22,1,22,22.00,2.2,south_carolina,2020,kai_kroeger_south_carolina,False
Kai Kroeger,SO,P,13,0,44,1,44,44.00,3.4,south_carolina,2021,kai_kroeger_south_carolina,False
Kai Kroeger,JR,P,13,0,107,4,107,26.75,8.2,south_carolina,2022,kai_kroeger_south_carolina,False
Kai Kroeger,SR,P,12,0,32,2,32,16.00,2.7,south_carolina,2023,kai_kroeger_south_carolina,False
Kai Locksley,JR,QB,9,340,937,280,1277,4.56,141.9,utep,2018,kai_locksley_utep,False
Kai Locksley,SR,QB,11,535,1329,307,1864,6.07,169.5,utep,2019,kai_locksley_utep,False
Kai Millner,FR,QB,3,13,121,16,134,8.38,44.7,california,2022,kai_millner_california,False
Kai Money,SO,WR,10,9,0,1,9,9.00,0.9,texas,2020,kai_money_texas,False
Kai Puailoa-Rojas,SO,SB,12,77,0,13,77,5.92,6.4,navy,2021,kai_puailoa-rojas_navy,False
Kai Puailoa-Rojas,JR,SB,11,25,26,5,51,10.20,4.6,navy,2022,kai_puailoa-rojas_navy,False
Kaidon Salter,FR,QB,2,53,39,7,92,13.14,46.0,liberty,2021,kaidon_salter_liberty,False
Kaidon Salter,FR,QB,8,284,1086,218,1370,6.28,171.3,liberty,2022,kaidon_salter_liberty,False
Kaidon Salter,SO,QB,14,1089,2876,453,3965,8.75,283.2,liberty,2023,kaidon_salter_liberty,False
Kaidon Salter,JR,QB,5,183,1074,171,1257,7.35,251.4,liberty,2024,kaidon_salter_liberty,False
Kailon Carter,SR,WR,4,11,0,4,11,2.75,2.8,uab,2017,kailon_carter_uab,False
Kailon Carter,SR,WR,14,12,0,1,12,12.00,0.9,uab,2018,kailon_carter_uab,False
Kairee Robinson,FR,RB,10,174,0,40,174,4.35,17.4,san_jose_state,2019,kairee_robinson_san_jose_state,False
Kairee Robinson,SO,RB,8,313,0,82,313,3.82,39.1,san_jose_state,2020,kairee_robinson_san_jose_state,False
Kairee Robinson,JR,RB,12,280,0,64,280,4.38,23.3,san_jose_state,2021,kairee_robinson_san_jose_state,False
Kairee Robinson,SR,RB,12,752,0,157,752,4.79,62.7,san_jose_state,2022,kairee_robinson_san_jose_state,False
Kairee Robinson,SR,RB,12,1194,0,170,1194,7.02,99.5,san_jose_state,2023,kairee_robinson_san_jose_state,False
Kaiwi Chung,SO,TE,9,1,0,1,1,1.00,0.1,hawai'i,2016,kaiwi_chung_hawai'i,False
Kaiya Sheron,FR,QB,4,-24,187,40,163,4.08,40.8,kentucky,2022,kaiya_sheron_kentucky,False
Kaiya Sheron,SO,QB,5,-5,5,6,0,0.00,0.0,kentucky,2023,kaiya_sheron_kentucky,False
Kajiya Hollawayne,JR,WR,5,16,0,1,16,16.00,3.2,temple,2024,kajiya_hollawayne_temple,False
Kale Gibbs,SO,RB,1,4,0,1,4,4.00,4.0,air_force,2022,kale_gibbs_air_force,False
Kaleb Barker,FR,QB,10,101,9,13,110,8.46,11.0,troy,2016,kaleb_barker_troy,False
Kaleb Barker,SO,QB,13,181,143,34,324,9.53,24.9,troy,2017,kaleb_barker_troy,False
Kaleb Barker,JR,QB,6,261,1013,183,1274,6.96,212.3,troy,2018,kaleb_barker_troy,False
Kaleb Barker,SR,QB,12,137,3628,546,3765,6.90,313.8,troy,2019,kaleb_barker_troy,False
Kaleb Black,FR,WR,3,4,0,4,4,1.00,1.3,arizona_state,2023,kaleb_black_arizona_state,False
Kaleb Brown,SO,WR,11,54,0,9,54,6.00,4.9,iowa,2023,kaleb_brown_iowa,False
Kaleb Eleby,FR,QB,6,-27,1092,176,1065,6.05,177.5,western_michigan,2018,kaleb_eleby_western_michigan,False
Kaleb Eleby,SO,QB,6,38,1715,187,1753,9.37,292.2,western_michigan,2020,kaleb_eleby_western_michigan,False
Kaleb Eleby,SO,QB,13,64,3278,450,3342,7.43,257.1,western_michigan,2021,kaleb_eleby_western_michigan,False
Kaleb Fossum,JR,WR,13,13,0,3,13,4.33,1.0,nevada,2018,kaleb_fossum_nevada,False
Kaleb Jackson,FR,RB,13,165,0,31,165,5.32,12.7,lsu,2023,kaleb_jackson_lsu,False
Kaleb Jackson,SO,RB,5,118,0,34,118,3.47,23.6,lsu,2024,kaleb_jackson_lsu,False
Kaleb Johnson,FR,RB,13,779,0,151,779,5.16,59.9,iowa,2022,kaleb_johnson_iowa,False
Kaleb Johnson,SO,RB,10,463,0,117,463,3.96,46.3,iowa,2023,kaleb_johnson_iowa,False
Kaleb Johnson,JR,RB,5,771,0,97,771,7.95,154.2,iowa,2024,kaleb_johnson_iowa,False
Kalel Mullings,JR,LB,12,31,15,15,46,3.07,3.8,michigan,2022,kalel_mullings_michigan,False
Kalel Mullings,SR,RB,13,222,0,36,222,6.17,17.1,michigan,2023,kalel_mullings_michigan,False
Kalel Mullings,SR,RB,6,589,0,91,589,6.47,98.2,michigan,2024,kalel_mullings_michigan,False
Kalen Ballage,JR,RB,12,536,30,130,566,4.35,47.2,arizona_state,2016,kalen_ballage_arizona_state,False
Kalen Ballage,SR,RB,13,669,0,157,669,4.26,51.5,arizona_state,2017,kalen_ballage_arizona_state,False
Kalib Hicks,FR,RB,2,14,0,3,14,4.67,7.0,oklahoma,2023,kalib_hicks_oklahoma,False
Kalib Woods,SR,WR,8,22,0,2,22,11.00,2.8,florida_atlantic,2017,kalib_woods_florida_atlantic,False
Kalif Phillips,SR,RB,11,907,0,189,907,4.80,82.5,charlotte,2016,kalif_phillips_charlotte,False
Kalija Lipscomb,FR,WR,12,5,0,3,5,1.67,0.4,vanderbilt,2016,kalija_lipscomb_vanderbilt,False
Kalija Lipscomb,SO,WR,12,17,0,3,17,5.67,1.4,vanderbilt,2017,kalija_lipscomb_vanderbilt,False
Kalija Lipscomb,JR,WR,13,75,0,14,75,5.36,5.8,vanderbilt,2018,kalija_lipscomb_vanderbilt,False
Kalija Lipscomb,SR,WR,11,52,0,4,52,13.00,4.7,vanderbilt,2019,kalija_lipscomb_vanderbilt,False
Kalil Pimpleton,FR,WR,5,4,0,1,4,4.00,0.8,virginia_tech,2017,kalil_pimpleton_virginia_tech,True
Kalil Pimpleton,SO,WR,14,81,28,9,109,12.11,7.8,central_michigan,2019,kalil_pimpleton_central_michigan,False
Kalil Pimpleton,JR,WR,6,134,94,23,228,9.91,38.0,central_michigan,2020,kalil_pimpleton_central_michigan,False
Kalil Pimpleton,JR,WR,13,84,4,18,88,4.89,6.8,central_michigan,2021,kalil_pimpleton_central_michigan,False
Kaliq Kokuma,SO,RB,5,15,0,4,15,3.75,3.0,houston,2016,kaliq_kokuma_houston,False
Kam Davis,FR,RB,6,68,0,24,68,2.83,11.3,florida_state,2024,kam_davis_florida_state,False
Kam Ingram,SO,RB,1,23,0,4,23,5.75,23.0,ucf,2023,kam_ingram_ucf,False
Kam Ingram,JR,RB,3,1,0,2,1,0.50,0.3,ucf,2024,kam_ingram_ucf,False
Kam Martin,FR,RB,10,320,0,44,320,7.27,32.0,auburn,2016,kam_martin_auburn,False
Kam Martin,SO,RB,14,453,0,74,453,6.12,32.4,auburn,2017,kam_martin_auburn,False
Kam Martin,JR,RB,12,458,0,103,458,4.45,38.2,auburn,2018,kam_martin_auburn,False
Kam Martin,SR,RB,12,333,0,61,333,5.46,27.8,auburn,2019,kam_martin_auburn,False
Kam McKnight,SO,WR,14,32,0,15,32,2.13,2.3,louisiana_tech,2016,kam_mcknight_louisiana_tech,False
Kam McKnight,JR,WR,13,42,0,15,42,2.80,3.2,louisiana_tech,2017,kam_mcknight_louisiana_tech,False
Kam McKnight,SR,RB,13,374,0,81,374,4.62,28.8,louisiana_tech,2018,kam_mcknight_louisiana_tech,False
Kam Thomas,JR,MB,6,30,0,9,30,3.33,5.0,utep,2024,kam_thomas_utep,False
Kamal Gray,FR,QB,1,13,95,23,108,4.70,108.0,temple,2020,kamal_gray_temple,False
Kamalu DeBlake,JR,RB,4,18,0,4,18,4.50,4.5,hawai'i,2024,kamalu_deblake_hawai'i,False
Kamari Moulton,FR,RB,4,93,0,27,93,3.44,23.3,iowa,2023,kamari_moulton_iowa,False
Kamari Moulton,FR,RB,4,130,0,32,130,4.06,32.5,iowa,2024,kamari_moulton_iowa,False
Kamari Pleasant,FR,TB,4,19,0,5,19,3.80,4.8,washington,2017,kamari_pleasant_washington,False
Kamari Pleasant,SO,TB,11,214,0,42,214,5.10,19.5,washington,2018,kamari_pleasant_washington,False
Kamari Pleasant,JR,TB,11,35,0,16,35,2.19,3.2,washington,2019,kamari_pleasant_washington,False
Kamari Pleasant,SR,TB,4,144,0,34,144,4.24,36.0,washington,2020,kamari_pleasant_washington,False
Kamari Pleasant,SR,TB,11,308,0,57,308,5.40,28.0,washington,2021,kamari_pleasant_washington,False
Kamarro Edmonds,SO,RB,3,-2,0,2,-2,-1.00,-0.7,east_carolina,2022,kamarro_edmonds_east_carolina,False
Kamarro Edmonds,SO,RB,7,67,0,14,67,4.79,9.6,east_carolina,2023,kamarro_edmonds_east_carolina,False
Kamdyn Benjamin,SR,WR,12,8,0,1,8,8.00,0.7,tulsa,2023,kamdyn_benjamin_tulsa,False
Kamdyn Benjamin,SR,WR,6,13,0,2,13,6.50,2.2,tulsa,2024,kamdyn_benjamin_tulsa,False
Kameron Courtney,FR,WR,4,-6,0,2,-6,-3.00,-1.5,virginia,2024,kameron_courtney_virginia,False
Kameron Duncan,FR,RB,2,18,0,8,18,2.25,9.0,charlotte,2017,kameron_duncan_charlotte,False
Kameron Pickett,FR,RB,3,13,0,7,13,1.86,4.3,buffalo,2017,kameron_pickett_buffalo,False
Kamrin Solomon,JR,WR,11,0,0,1,0,0.00,0.0,florida_atlantic,2016,kamrin_solomon_florida_atlantic,False
Kamrin Solomon,SR,WR,12,22,82,7,104,14.86,8.7,florida_atlantic,2017,kamrin_solomon_florida_atlantic,False
Kamryn Perry,FR,WR,9,-6,0,2,-6,-3.00,-0.7,indiana,2023,kamryn_perry_indiana,False
Kamryn Pettway,SO,RB,10,1224,0,209,1224,5.86,122.4,auburn,2016,kamryn_pettway_auburn,False
Kamryn Pettway,JR,RB,5,305,0,76,305,4.01,61.0,auburn,2017,kamryn_pettway_auburn,False
Kanawai Noa,JR,WR,9,6,0,1,6,6.00,0.7,california,2018,kanawai_noa_california,True
Kani Benoit,JR,RB,10,300,0,51,300,5.88,30.0,oregon,2016,kani_benoit_oregon,False
Kani Benoit,SR,RB,12,584,0,88,584,6.64,48.7,oregon,2017,kani_benoit_oregon,False
Kannon Katzer,FR,RB,1,54,0,6,54,9.00,54.0,washington_state,2022,kannon_katzer_washington_state,False
Kanoa Shannon,SO,RB,3,4,0,2,4,2.00,1.3,oregon_state,2021,kanoa_shannon_oregon_state,False
Kanoa Shannon,JR,RB,10,54,0,13,54,4.15,5.4,oregon_state,2022,kanoa_shannon_oregon_state,False
Kanye Roberts,FR,RB,3,127,0,19,127,6.68,42.3,appalachian_state,2022,kanye_roberts_appalachian_state,False
Kanye Roberts,FR,RB,14,696,0,123,696,5.66,49.7,appalachian_state,2023,kanye_roberts_appalachian_state,False
Kanye Roberts,SO,RB,5,137,0,40,137,3.43,27.4,appalachian_state,2024,kanye_roberts_appalachian_state,False
Kanye Udoh,FR,RB,10,524,0,99,524,5.29,52.4,army,2023,kanye_udoh_army,False
Kanye Udoh,SO,RB,5,434,0,57,434,7.61,86.8,army,2024,kanye_udoh_army,False
Kanyon Floyd,FR,P,5,0,15,1,15,15.00,3.0,arizona_state,2024,kanyon_floyd_arizona_state,False
Karan Higdon,SO,RB,12,425,0,72,425,5.90,35.4,michigan,2016,karan_higdon_michigan,False
Karan Higdon,JR,RB,13,994,0,164,994,6.06,76.5,michigan,2017,karan_higdon_michigan,False
Karan Higdon,SR,RB,11,1178,0,224,1178,5.26,107.1,michigan,2018,karan_higdon_michigan,False
Kareem Hunt,SR,RB,13,1475,0,262,1475,5.63,113.5,toledo,2016,kareem_hunt_toledo,False
Kareem Walker,SO,RB,5,68,0,20,68,3.40,13.6,michigan,2017,kareem_walker_michigan,True
Kareem Walker,SR,RB,8,295,0,86,295,3.43,36.9,south_alabama,2021,kareem_walker_south_alabama,False
Karmi Mackey,FR,RB,3,23,0,5,23,4.60,7.7,eastern_michigan,2018,karmi_mackey_eastern_michigan,False
Karmi Mackey,FR,RB,7,7,0,3,7,2.33,1.0,eastern_michigan,2019,karmi_mackey_eastern_michigan,False
Karmi Mackey,SO,RB,1,11,0,3,11,3.67,11.0,eastern_michigan,2020,karmi_mackey_eastern_michigan,False
Karson Ringdahl,SO,QB,1,2,0,1,2,2.00,2.0,tcu,2018,karson_ringdahl_tcu,False
Kase Rogers,FR,RB,7,47,0,25,47,1.88,6.7,oregon_state,2018,kase_rogers_oregon_state,False
Kasen Weisman,FR,QB,3,15,98,19,113,5.95,37.7,florida_atlantic,2024,kasen_weisman_florida_atlantic,False
Kash Daniel,SO,LB,12,6,0,1,6,6.00,0.5,kentucky,2017,kash_daniel_kentucky,False
Kasim Hill,FR,QB,3,60,230,33,290,8.79,96.7,maryland,2017,kasim_hill_maryland,False
Kasim Hill,FR,QB,10,-15,1083,210,1068,5.09,106.8,maryland,2018,kasim_hill_maryland,False
Kason Martin,FR,QB,2,-21,125,15,104,6.93,52.0,north_texas,2018,kason_martin_north_texas,False
Kason Martin,SO,QB,5,0,49,6,49,8.17,9.8,north_texas,2020,kason_martin_north_texas,False
Katin Houser,FR,QB,1,13,2,3,15,5.00,15.0,michigan_state,2022,katin_houser_michigan_state,False
Katin Houser,FR,QB,11,-12,1130,239,1118,4.68,101.6,michigan_state,2023,katin_houser_michigan_state,True
Katin Houser,SO,QB,2,-19,134,36,115,3.19,57.5,east_carolina,2024,katin_houser_east_carolina,False
Kato Nelson,FR,QB,10,198,989,235,1187,5.05,118.7,akron,2017,kato_nelson_akron,False
Kato Nelson,SO,QB,11,303,2329,473,2632,5.56,239.3,akron,2018,kato_nelson_akron,False
Kato Nelson,JR,QB,10,116,1825,389,1941,4.99,194.1,akron,2019,kato_nelson_akron,False
Kato Nelson,SR,QB,5,78,445,116,523,4.51,104.6,akron,2021,kato_nelson_akron,False
Katravis Marsh,FR,QB,4,-13,92,35,79,2.26,19.8,south_florida,2020,katravis_marsh_south_florida,False
